A_market,B_market,corr
Orléans,Lavaur,.3608073
Orléans,LeHavre,
Orléans,LeMans,.94250703
Orléans,LePuyenVelay,.86079484
Orléans,Lille,.8071484
Orléans,Limoges,.84588355
Orléans,Louviers,
Orléans,Luneville,.92569697
Orléans,Lyon,.90144533
Orléans,MagnyenVexin,.86313087
Orléans,Marans,
Orléans,Maringues,.47807774
Orléans,Marmande,.669191
Orléans,Marseille,.85045874
Orléans,Melun,.92478669
Orléans,Mende,.71827841
Orléans,Meulan,.84855431
Orléans,Montauban,.84124249
Orléans,Montbrison,
Orléans,Montpellier,.89031506
Orléans,Montélimar,
Orléans,Mulhouse,.86984408
Orléans,Mâcon,.88577431
Orléans,Nantes,.84702981
Orléans,Narbonne,
Orléans,Orléans,1
Orléans,Pamiers,.86391747
Orléans,Paris,.87428063
Orléans,Pau,.68217415
Orléans,Peyrehorade,.70636779
Orléans,Poitiers,.88994074
Orléans,PontSaintEsprit,.88015687
Orléans,PontlAbbé,.47472706
Orléans,Pontoise,.83291322
Orléans,Puylaurens,.65926874
Orléans,Reims,.87574047
Orléans,Rennes,.88984507
Orléans,Revel,.47265753
Orléans,Riom,.5249027
Orléans,Romans,.41214681
Orléans,Rouen,.87091511
Orléans,RozayenBrie,.88505578
Orléans,Réalmont,.27832687
Orléans,SaintAffrique,.87734008
Orléans,SaintBrieuc,.82842058
Orléans,SaintEtienne,.86667442
Orléans,SaintLo,
Orléans,Soissons,.95500201
Orléans,Strasbourg,.85010773
Orléans,TarasconsurAriège,.40105903
Orléans,Toulouse,.88463271
Orléans,Treignac,.48026291
Orléans,Tulle,.88677108
Orléans,Valence,.29321271
Orléans,Valenciennes,
Orléans,Vannes,.74868339
Orléans,Verfeil,.82994747
Orléans,VicleComte,.3797791
Orléans,Vienne,
Orléans,VilleneuvedeBerg,.49153924
Orléans,Vitre,
Orléans,Voiron,
Pamiers,Abbeville,.73859495
Pamiers,Aigueperse,.71243292
Pamiers,AixenProvence,.78585738
Pamiers,Albertville,
Pamiers,Albi,.84355992
Pamiers,Angers,.78687799
Pamiers,Angoulême,.76673961
Pamiers,Annecy,
Pamiers,Annonay,.77307349
Pamiers,Arles,.78712362
Pamiers,Arras,.83368355
Pamiers,Aubenas,.80038685
Pamiers,Auzerre,.73947203
Pamiers,Avignon,.87984669
Pamiers,Ayen,.68372536
Pamiers,BarleDuc,.83099365
Pamiers,Bayeux,.80125338
Pamiers,Bayonne,.60887313
Pamiers,Beaugency,
Pamiers,Beaumont,.3739574
Pamiers,Bernay,.76075381
Pamiers,Billom,.47054324
Pamiers,Blois,.8390944
Pamiers,Bordeaux,.82498121
Pamiers,BoulognesurMer,.68861073
Pamiers,Bourges,.74765027
Pamiers,Briançon,
Pamiers,Brioude,.77917254
Pamiers,BrivelaGaillarde,.68316823
Pamiers,BuislesBaronnies,.87831539
Pamiers,Béziers,.76558286
Pamiers,Caen,
Pamiers,Cambrai,
Pamiers,Cany,.38625535
Pamiers,Carcassonne,.87981987
Pamiers,Castelnaudary,.95384771
Pamiers,Castres,.85208106
Pamiers,ChalonssurMarne,.78030205
Pamiers,Charleville,.74918938
Pamiers,Chartres,.63329428
Pamiers,ChateauGontier,.77262342
Pamiers,Chateaudun,.76240796
Pamiers,Chateauroux,.77616036
Pamiers,ChaumontenCaux,.43078685
Pamiers,ChaumontenVexin,.68504971
Pamiers,Cherbourg,
Pamiers,Clermont,
Pamiers,Colmar,.85503268
Pamiers,Cordes,.76014531
Pamiers,Coutances,.78914553
Pamiers,Die,
Pamiers,Dieppe,
Pamiers,Digne,.79386091
Pamiers,Dole,.9002921
Pamiers,Douai,.82902557
Pamiers,Draguignan,.92433965
Pamiers,Eu,.56327778
Pamiers,Evreaux,
Pamiers,Foix,.91614377
Pamiers,Fontenay,.87946522
Pamiers,Gonesse,.49622869
Pamiers,Grenade,.85086399
Pamiers,Grenoble,.86791432
Pamiers,Guéret,.77219272
Pamiers,Issoire,.82538569
Pamiers,Langres,.82173872
Pamiers,Laval,
Pamiers,Lavaur,.85195154
Pamiers,LeHavre,.27692276
Pamiers,LeMans,.79880303
Pamiers,LePuyenVelay,.81176013
Pamiers,Lille,.62925142
Pamiers,Limoges,.77750885
Pamiers,Louviers,
Pamiers,Luneville,.90135962
Pamiers,Lyon,.89963585
Pamiers,MagnyenVexin,.52764392
Pamiers,Marans,
Pamiers,Maringues,.67973012
Pamiers,Marmande,.92250818
Pamiers,Marseille,.94549692
Pamiers,Melun,.43033686
Pamiers,Mende,.62064427
Pamiers,Meulan,.58286446
Pamiers,Montauban,.82305861
Pamiers,Montbrison,
Pamiers,Montpellier,.92668134
Pamiers,Montélimar,
Pamiers,Mulhouse,.82758778
Pamiers,Mâcon,.81297904
Pamiers,Nantes,.8050431
Pamiers,Narbonne,.71073055
Pamiers,Orléans,.86391747
Pamiers,Pamiers,1
Pamiers,Paris,.58152306
Pamiers,Pau,.70768958
Pamiers,Peyrehorade,.74902833
Pamiers,Poitiers,.82687747
Pamiers,PontSaintEsprit,.9158175
Pamiers,PontlAbbé,.58848667
Pamiers,Pontoise,.55084389
Pamiers,Puylaurens,.62471974
Pamiers,Reims,.54112411
Pamiers,Rennes,.81058377
Pamiers,Revel,.8980689
Pamiers,Riom,.77350885
Pamiers,Romans,.79089975
Pamiers,Rouen,.69972396
Pamiers,RozayenBrie,.66032511
Pamiers,Réalmont,.92755169
Pamiers,SaintAffrique,.90750647
Pamiers,SaintBrieuc,.76679868
Pamiers,SaintEtienne,.85452789
Pamiers,SaintLo,
Pamiers,Soissons,.73122174
Pamiers,Strasbourg,.84058201
Pamiers,TarasconsurAriège,.92715472
Pamiers,Toulouse,.93260598
Pamiers,Treignac,.68481976
Pamiers,Tulle,.80781275
Pamiers,Valence,.42155063
Pamiers,Valenciennes,
Pamiers,Vannes,.71516627
Pamiers,Verfeil,.3632721
Pamiers,VicleComte,.66164708
Pamiers,Vienne,
Pamiers,VilleneuvedeBerg,.77757806
Pamiers,Vitre,
Pamiers,Voiron,
Paris,Abbeville,.92017573
Paris,Aigueperse,.63403893
Paris,AixenProvence,.42715964
Paris,Albertville,
Paris,Albi,.81476676
Paris,Angers,.76658314
Paris,Angoulême,.57682222
Paris,Annecy,
Paris,Annonay,.6313802
Paris,Arles,.52734077
Paris,Arras,.91996199
Paris,Aubenas,.51422012
Paris,Auzerre,.95088112
Paris,Avignon,.60788745
Paris,Ayen,.29038697
Paris,BarleDuc,.96401513
Paris,Bayeux,.79242599
Paris,Bayonne,.72524554
Paris,Beaugency,
Paris,Beaumont,.93204832
Paris,Bernay,.96764559
Paris,Billom,.54629463
Paris,Blois,.93743736
Paris,Bordeaux,.73700541
Paris,BoulognesurMer,.62777776
Paris,Bourges,.89715153
Paris,Briançon,
Paris,Brioude,.64746553
Paris,BrivelaGaillarde,.15357101
Paris,BuislesBaronnies,.6475715
Paris,Béziers,.46861088
Paris,Caen,
Paris,Cambrai,
Paris,Cany,.69182968
Paris,Carcassonne,.48857066
Paris,Castelnaudary,.64758933
Paris,Castres,.61211067
Paris,ChalonssurMarne,.962107
Paris,Charleville,.9620865
Paris,Chartres,.76546043
Paris,ChateauGontier,.7718395
Paris,Chateaudun,.83249569
Paris,Chateauroux,.90003341
Paris,ChaumontenCaux,.93543106
Paris,ChaumontenVexin,.94789898
Paris,Cherbourg,
Paris,Clermont,
Paris,Colmar,.88978797
Paris,Cordes,.5481571
Paris,Coutances,.65119576
Paris,Die,
Paris,Dieppe,
Paris,Digne,.71550292
Paris,Dole,.7001586
Paris,Douai,.6442371
Paris,Draguignan,.56172299
Paris,Eu,.91599268
Paris,Evreaux,
Paris,Foix,.29772267
Paris,Fontenay,.68506634
Paris,Gonesse,.91234481
Paris,Grenade,.60854733
Paris,Grenoble,.71255678
Paris,Guéret,.72658169
Paris,Issoire,.6909638
Paris,Langres,.56767333
Paris,Laval,
Paris,Lavaur,.51519585
Paris,LeHavre,.84106135
Paris,LeMans,.89380002
Paris,LePuyenVelay,.66048092
Paris,Lille,.84050959
Paris,Limoges,.6818704
Paris,Louviers,
Paris,Luneville,.92490697
Paris,Lyon,.73497856
Paris,MagnyenVexin,.94564414
Paris,Marans,
Paris,Maringues,.55975658
Paris,Marmande,.64742541
Paris,Marseille,.61194432
Paris,Melun,.90294123
Paris,Mende,.65586436
Paris,Meulan,.93165421
Paris,Montauban,.70208478
Paris,Montbrison,
Paris,Montpellier,.63902777
Paris,Montélimar,
Paris,Mulhouse,.85701412
Paris,Mâcon,.84988457
Paris,Nantes,.77216476
Paris,Narbonne,.4762527
Paris,Orléans,.87428063
Paris,Pamiers,.58152306
Paris,Paris,1
Paris,Pau,.73012269
Paris,Peyrehorade,.74680269
Paris,Poitiers,.69917792
Paris,PontSaintEsprit,.64469284
Paris,PontlAbbé,.41078743
Paris,Pontoise,.93188143
Paris,Puylaurens,.52110755
Paris,Reims,.95723116
Paris,Rennes,.74725491
Paris,Revel,.50011772
Paris,Riom,.59341955
Paris,Romans,.56073558
Paris,Rouen,.86764258
Paris,RozayenBrie,.99059629
Paris,Réalmont,.49761137
Paris,SaintAffrique,.64583349
Paris,SaintBrieuc,.66849995
Paris,SaintEtienne,.65958959
Paris,SaintLo,
Paris,Soissons,.97135019
Paris,Strasbourg,.69185346
Paris,TarasconsurAriège,.49485329
Paris,Toulouse,.66830182
Paris,Treignac,.289408
Paris,Tulle,.65858215
Paris,Valence,.082699314
Paris,Valenciennes,
Paris,Vannes,.67215699
Paris,Verfeil,.5845902
Paris,VicleComte,.59407604
Paris,Vienne,
Paris,VilleneuvedeBerg,.56068867
Paris,Vitre,
Paris,Voiron,
Pau,Abbeville,.67268014
Pau,Aigueperse,
Pau,AixenProvence,
Pau,Albertville,
Pau,Albi,.69697702
Pau,Angers,.60631108
Pau,Angoulême,.43474475
Pau,Annecy,
Pau,Annonay,
Pau,Arles,
Pau,Arras,.7293703
Pau,Aubenas,-1
Pau,Auzerre,.6742062
Pau,Avignon,.61150032
Pau,Ayen,
Pau,BarleDuc,.72555721
Pau,Bayeux,.67104477
Pau,Bayonne,.87979615
Pau,Beaugency,
Pau,Beaumont,
Pau,Bernay,.73710442
Pau,Billom,
Pau,Blois,.6535728
Pau,Bordeaux,.56796676
Pau,BoulognesurMer,.47640708
Pau,Bourges,.71530628
Pau,Briançon,
Pau,Brioude,
Pau,BrivelaGaillarde,
Pau,BuislesBaronnies,.58458823
Pau,Béziers,
Pau,Caen,
Pau,Cambrai,
Pau,Cany,
Pau,Carcassonne,
Pau,Castelnaudary,.68601173
Pau,Castres,
Pau,ChalonssurMarne,.68543643
Pau,Charleville,.73977941
Pau,Chartres,
Pau,ChateauGontier,.56336772
Pau,Chateaudun,.58531606
Pau,Chateauroux,.70770514
Pau,ChaumontenCaux,
Pau,ChaumontenVexin,.75301671
Pau,Cherbourg,
Pau,Clermont,
Pau,Colmar,.78512758
Pau,Cordes,
Pau,Coutances,.49424392
Pau,Die,
Pau,Dieppe,
Pau,Digne,.49583277
Pau,Dole,.73088259
Pau,Douai,.7905947
Pau,Draguignan,.56415677
Pau,Eu,
Pau,Evreaux,
Pau,Foix,
Pau,Fontenay,.53845745
Pau,Gonesse,
Pau,Grenade,
Pau,Grenoble,.66660607
Pau,Guéret,.70216113
Pau,Issoire,.6776396
Pau,Langres,.70652634
Pau,Laval,
Pau,Lavaur,
Pau,LeHavre,
Pau,LeMans,.63599783
Pau,LePuyenVelay,.60647786
Pau,Lille,
Pau,Limoges,.66168696
Pau,Louviers,
Pau,Luneville,.82042307
Pau,Lyon,.6859017
Pau,MagnyenVexin,
Pau,Marans,
Pau,Maringues,
Pau,Marmande,.61337495
Pau,Marseille,.68541151
Pau,Melun,
Pau,Mende,.49402761
Pau,Meulan,
Pau,Montauban,.93220127
Pau,Montbrison,
Pau,Montpellier,.74328548
Pau,Montélimar,
Pau,Mulhouse,.79371458
Pau,Mâcon,.69646037
Pau,Nantes,.60200816
Pau,Narbonne,
Pau,Orléans,.68217415
Pau,Pamiers,.70768958
Pau,Paris,.73012269
Pau,Pau,1
Pau,Peyrehorade,.96284968
Pau,Poitiers,.56102026
Pau,PontSaintEsprit,.65494615
Pau,PontlAbbé,.30714589
Pau,Pontoise,
Pau,Puylaurens,.44846386
Pau,Reims,
Pau,Rennes,.53414088
Pau,Revel,
Pau,Riom,
Pau,Romans,
Pau,Rouen,.74556935
Pau,RozayenBrie,.69816869
Pau,Réalmont,
Pau,SaintAffrique,.63611871
Pau,SaintBrieuc,.56059766
Pau,SaintEtienne,.6758365
Pau,SaintLo,
Pau,Soissons,.70612258
Pau,Strasbourg,.86250269
Pau,TarasconsurAriège,
Pau,Toulouse,.75751382
Pau,Treignac,
Pau,Tulle,.68737453
Pau,Valence,
Pau,Valenciennes,
Pau,Vannes,.4971326
Pau,Verfeil,
Pau,VicleComte,
Pau,Vienne,
Pau,VilleneuvedeBerg,
Pau,Vitre,
Pau,Voiron,
Peyrehorade,Abbeville,.6714403
Peyrehorade,Aigueperse,
Peyrehorade,AixenProvence,
Peyrehorade,Albertville,
Peyrehorade,Albi,.72648048
Peyrehorade,Angers,.67492622
Peyrehorade,Angoulême,.50741357
Peyrehorade,Annecy,
Peyrehorade,Annonay,
Peyrehorade,Arles,
Peyrehorade,Arras,.73320639
Peyrehorade,Aubenas,-1
Peyrehorade,Auzerre,.70466214
Peyrehorade,Avignon,.64921987
Peyrehorade,Ayen,
Peyrehorade,BarleDuc,.75854409
Peyrehorade,Bayeux,.69156224
Peyrehorade,Bayonne,.82196492
Peyrehorade,Beaugency,
Peyrehorade,Beaumont,
Peyrehorade,Bernay,.74640858
Peyrehorade,Billom,
Peyrehorade,Blois,.7054047
Peyrehorade,Bordeaux,.63670784
Peyrehorade,BoulognesurMer,.50707728
Peyrehorade,Bourges,.71453655
Peyrehorade,Briançon,
Peyrehorade,Brioude,
Peyrehorade,BrivelaGaillarde,
Peyrehorade,BuislesBaronnies,.61430055
Peyrehorade,Béziers,
Peyrehorade,Caen,
Peyrehorade,Cambrai,
Peyrehorade,Cany,
Peyrehorade,Carcassonne,
Peyrehorade,Castelnaudary,.70562261
Peyrehorade,Castres,
Peyrehorade,ChalonssurMarne,.69601041
Peyrehorade,Charleville,.7283501
Peyrehorade,Chartres,
Peyrehorade,ChateauGontier,.66263998
Peyrehorade,Chateaudun,.61634183
Peyrehorade,Chateauroux,.71916169
Peyrehorade,ChaumontenCaux,
Peyrehorade,ChaumontenVexin,.74671888
Peyrehorade,Cherbourg,
Peyrehorade,Clermont,
Peyrehorade,Colmar,.80271041
Peyrehorade,Cordes,
Peyrehorade,Coutances,.53397334
Peyrehorade,Die,
Peyrehorade,Dieppe,
Peyrehorade,Digne,.54734915
Peyrehorade,Dole,.772201
Peyrehorade,Douai,.78057295
Peyrehorade,Draguignan,.63054049
Peyrehorade,Eu,
Peyrehorade,Evreaux,
Peyrehorade,Foix,
Peyrehorade,Fontenay,.61307067
Peyrehorade,Gonesse,
Peyrehorade,Grenade,
Peyrehorade,Grenoble,.65353459
Peyrehorade,Guéret,.6927492
Peyrehorade,Issoire,.65557122
Peyrehorade,Langres,.72108626
Peyrehorade,Laval,
Peyrehorade,Lavaur,
Peyrehorade,LeHavre,
Peyrehorade,LeMans,.68718845
Peyrehorade,LePuyenVelay,.54705787
Peyrehorade,Lille,
Peyrehorade,Limoges,.68428802
Peyrehorade,Louviers,
Peyrehorade,Luneville,.8342452
Peyrehorade,Lyon,.70541632
Peyrehorade,MagnyenVexin,
Peyrehorade,Marans,
Peyrehorade,Maringues,
Peyrehorade,Marmande,.64957124
Peyrehorade,Marseille,.69433057
Peyrehorade,Melun,
Peyrehorade,Mende,.49533942
Peyrehorade,Meulan,
Peyrehorade,Montauban,.90163344
Peyrehorade,Montbrison,
Peyrehorade,Montpellier,.72784567
Peyrehorade,Montélimar,
Peyrehorade,Mulhouse,.75422031
Peyrehorade,Mâcon,.69697499
Peyrehorade,Nantes,.67073578
Peyrehorade,Narbonne,
Peyrehorade,Orléans,.70636779
Peyrehorade,Pamiers,.74902833
Peyrehorade,Paris,.74680269
Peyrehorade,Pau,.96284968
Peyrehorade,Peyrehorade,1
Peyrehorade,Poitiers,.62626821
Peyrehorade,PontSaintEsprit,.65237194
Peyrehorade,PontlAbbé,.41146448
Peyrehorade,Pontoise,
Peyrehorade,Puylaurens,.66644782
Peyrehorade,Reims,
Peyrehorade,Rennes,.61774045
Peyrehorade,Revel,
Peyrehorade,Riom,
Peyrehorade,Romans,
Peyrehorade,Rouen,.75994945
Peyrehorade,RozayenBrie,.71094799
Peyrehorade,Réalmont,
Peyrehorade,SaintAffrique,.66545337
Peyrehorade,SaintBrieuc,.65284199
Peyrehorade,SaintEtienne,.65468448
Peyrehorade,SaintLo,
Peyrehorade,Soissons,.69225949
Peyrehorade,Strasbourg,.83696443
Peyrehorade,TarasconsurAriège,
Peyrehorade,Toulouse,.77326435
Peyrehorade,Treignac,
Peyrehorade,Tulle,.6974467
Peyrehorade,Valence,
Peyrehorade,Valenciennes,
Peyrehorade,Vannes,.5879032
Peyrehorade,Verfeil,
Peyrehorade,VicleComte,
Peyrehorade,Vienne,
Peyrehorade,VilleneuvedeBerg,
Peyrehorade,Vitre,
Peyrehorade,Voiron,
Poitiers,Abbeville,.77627736
Poitiers,Aigueperse,.6662761
Poitiers,AixenProvence,.74488515
Poitiers,Albertville,
Poitiers,Albi,.81510067
Poitiers,Angers,.9214974
Poitiers,Angoulême,.92862338
Poitiers,Annecy,
Poitiers,Annonay,.71788764
Poitiers,Arles,.71555954
Poitiers,Arras,.90957081
Poitiers,Aubenas,.81024641
Poitiers,Auzerre,.76847458
Poitiers,Avignon,.81615424
Poitiers,Ayen,.77149522
Poitiers,BarleDuc,.89956659
Poitiers,Bayeux,.82681578
Poitiers,Bayonne,.55550307
Poitiers,Beaugency,
Poitiers,Beaumont,.58454961
Poitiers,Bernay,.81816238
Poitiers,Billom,.55240655
Poitiers,Blois,.91056663
Poitiers,Bordeaux,.89880818
Poitiers,BoulognesurMer,.70732409
Poitiers,Bourges,.85351264
Poitiers,Briançon,
Poitiers,Brioude,.75780195
Poitiers,BrivelaGaillarde,.44886652
Poitiers,BuislesBaronnies,.8108269
Poitiers,Béziers,.72607082
Poitiers,Caen,
Poitiers,Cambrai,
Poitiers,Cany,.42474875
Poitiers,Carcassonne,.77736986
Poitiers,Castelnaudary,.85700959
Poitiers,Castres,.79557592
Poitiers,ChalonssurMarne,.73971903
Poitiers,Charleville,.72248256
Poitiers,Chartres,.78404576
Poitiers,ChateauGontier,.90636766
Poitiers,Chateaudun,.80478871
Poitiers,Chateauroux,.91315502
Poitiers,ChaumontenCaux,.70906657
Poitiers,ChaumontenVexin,.78352976
Poitiers,Cherbourg,
Poitiers,Clermont,
Poitiers,Colmar,.86656779
Poitiers,Cordes,.7693882
Poitiers,Coutances,.74671358
Poitiers,Die,
Poitiers,Dieppe,
Poitiers,Digne,.58940572
Poitiers,Dole,.83554792
Poitiers,Douai,.69966447
Poitiers,Draguignan,.79357702
Poitiers,Eu,.72560358
Poitiers,Evreaux,
Poitiers,Foix,.81368887
Poitiers,Fontenay,.92185891
Poitiers,Gonesse,.72339118
Poitiers,Grenade,.79192823
Poitiers,Grenoble,.8173092
Poitiers,Guéret,.84651846
Poitiers,Issoire,.80552524
Poitiers,Langres,.7136246
Poitiers,Laval,
Poitiers,Lavaur,.76697636
Poitiers,LeHavre,.54947126
Poitiers,LeMans,.89699793
Poitiers,LePuyenVelay,.83138233
Poitiers,Lille,.7398864
Poitiers,Limoges,.90388608
Poitiers,Louviers,
Poitiers,Luneville,.89750922
Poitiers,Lyon,.85670239
Poitiers,MagnyenVexin,.66498619
Poitiers,Marans,
Poitiers,Maringues,.67463458
Poitiers,Marmande,.85133487
Poitiers,Marseille,.86508262
Poitiers,Melun,.78123474
Poitiers,Mende,.53865677
Poitiers,Meulan,.71213794
Poitiers,Montauban,.83886731
Poitiers,Montbrison,
Poitiers,Montpellier,.82362145
Poitiers,Montélimar,
Poitiers,Mulhouse,.82857347
Poitiers,Mâcon,.75591213
Poitiers,Nantes,.94584298
Poitiers,Narbonne,.51264966
Poitiers,Orléans,.88994074
Poitiers,Pamiers,.82687747
Poitiers,Paris,.69917792
Poitiers,Pau,.56102026
Poitiers,Peyrehorade,.62626821
Poitiers,Poitiers,1
Poitiers,PontSaintEsprit,.80848032
Poitiers,PontlAbbé,.58990121
Poitiers,Pontoise,.67871755
Poitiers,Puylaurens,.67948258
Poitiers,Reims,.63642901
Poitiers,Rennes,.88931811
Poitiers,Revel,.75061768
Poitiers,Riom,.76331395
Poitiers,Romans,.76263958
Poitiers,Rouen,.80141795
Poitiers,RozayenBrie,.74419105
Poitiers,Réalmont,.59053284
Poitiers,SaintAffrique,.85419661
Poitiers,SaintBrieuc,.83707553
Poitiers,SaintEtienne,.78659719
Poitiers,SaintLo,
Poitiers,Soissons,.73489642
Poitiers,Strasbourg,.7965734
Poitiers,TarasconsurAriège,.84787261
Poitiers,Toulouse,.86293912
Poitiers,Treignac,.77145827
Poitiers,Tulle,.88635236
Poitiers,Valence,.22703321
Poitiers,Valenciennes,
Poitiers,Vannes,.80123103
Poitiers,Verfeil,.99287045
Poitiers,VicleComte,.65700567
Poitiers,Vienne,
Poitiers,VilleneuvedeBerg,.78859532
Poitiers,Vitre,
Poitiers,Voiron,
PontSaintEsprit,Abbeville,.78210562
PontSaintEsprit,Aigueperse,.75173414
PontSaintEsprit,AixenProvence,.90405345
PontSaintEsprit,Albertville,
PontSaintEsprit,Albi,.82426536
PontSaintEsprit,Angers,.79711086
PontSaintEsprit,Angoulême,.58223194
PontSaintEsprit,Annecy,
PontSaintEsprit,Annonay,.90742522
PontSaintEsprit,Arles,.90356743
PontSaintEsprit,Arras,.86696517
PontSaintEsprit,Aubenas,.93014199
PontSaintEsprit,Auzerre,.82240456
PontSaintEsprit,Avignon,.94487023
PontSaintEsprit,Ayen,.29472932
PontSaintEsprit,BarleDuc,.83139181
PontSaintEsprit,Bayeux,.82565987
PontSaintEsprit,Bayonne,.67709792
PontSaintEsprit,Beaugency,
PontSaintEsprit,Beaumont,.38317767
PontSaintEsprit,Bernay,.75149637
PontSaintEsprit,Billom,.23291284
PontSaintEsprit,Blois,.85197234
PontSaintEsprit,Bordeaux,.82719821
PontSaintEsprit,BoulognesurMer,.67782795
PontSaintEsprit,Bourges,.84497052
PontSaintEsprit,Briançon,
PontSaintEsprit,Brioude,.79502845
PontSaintEsprit,BrivelaGaillarde,-.022494148
PontSaintEsprit,BuislesBaronnies,.95926476
PontSaintEsprit,Béziers,.80713993
PontSaintEsprit,Caen,
PontSaintEsprit,Cambrai,
PontSaintEsprit,Cany,.30533147
PontSaintEsprit,Carcassonne,.88409913
PontSaintEsprit,Castelnaudary,.95225388
PontSaintEsprit,Castres,.82716084
PontSaintEsprit,ChalonssurMarne,.8261717
PontSaintEsprit,Charleville,.78827113
PontSaintEsprit,Chartres,.66672325
PontSaintEsprit,ChateauGontier,.80486745
PontSaintEsprit,Chateaudun,.79475451
PontSaintEsprit,Chateauroux,.80009711
PontSaintEsprit,ChaumontenCaux,.533777
PontSaintEsprit,ChaumontenVexin,.7122975
PontSaintEsprit,Cherbourg,
PontSaintEsprit,Clermont,
PontSaintEsprit,Colmar,.84619981
PontSaintEsprit,Cordes,.76105422
PontSaintEsprit,Coutances,.77228862
PontSaintEsprit,Die,
PontSaintEsprit,Dieppe,
PontSaintEsprit,Digne,.91884243
PontSaintEsprit,Dole,.94265133
PontSaintEsprit,Douai,.83255476
PontSaintEsprit,Draguignan,.96216846
PontSaintEsprit,Eu,.67508304
PontSaintEsprit,Evreaux,
PontSaintEsprit,Foix,.78067541
PontSaintEsprit,Fontenay,.85783386
PontSaintEsprit,Gonesse,.60326225
PontSaintEsprit,Grenade,.87923622
PontSaintEsprit,Grenoble,.948286
PontSaintEsprit,Guéret,.78375781
PontSaintEsprit,Issoire,.90940249
PontSaintEsprit,Langres,.80444533
PontSaintEsprit,Laval,
PontSaintEsprit,Lavaur,.83469069
PontSaintEsprit,LeHavre,.53095895
PontSaintEsprit,LeMans,.85718304
PontSaintEsprit,LePuyenVelay,.89546722
PontSaintEsprit,Lille,.71307653
PontSaintEsprit,Limoges,.7755512
PontSaintEsprit,Louviers,
PontSaintEsprit,Luneville,.86708844
PontSaintEsprit,Lyon,.94825566
PontSaintEsprit,MagnyenVexin,.59752172
PontSaintEsprit,Marans,
PontSaintEsprit,Maringues,.60830724
PontSaintEsprit,Marmande,.72657704
PontSaintEsprit,Marseille,.94223529
PontSaintEsprit,Melun,.76348597
PontSaintEsprit,Mende,.88595551
PontSaintEsprit,Meulan,.64073193
PontSaintEsprit,Montauban,.84364319
PontSaintEsprit,Montbrison,
PontSaintEsprit,Montpellier,.96611178
PontSaintEsprit,Montélimar,
PontSaintEsprit,Mulhouse,.83742183
PontSaintEsprit,Mâcon,.96106857
PontSaintEsprit,Nantes,.76341307
PontSaintEsprit,Narbonne,.81467324
PontSaintEsprit,Orléans,.88015687
PontSaintEsprit,Pamiers,.9158175
PontSaintEsprit,Paris,.64469284
PontSaintEsprit,Pau,.65494615
PontSaintEsprit,Peyrehorade,.65237194
PontSaintEsprit,Poitiers,.80848032
PontSaintEsprit,PontSaintEsprit,1
PontSaintEsprit,PontlAbbé,.54577756
PontSaintEsprit,Pontoise,.60489494
PontSaintEsprit,Puylaurens,.56317008
PontSaintEsprit,Reims,.63651997
PontSaintEsprit,Rennes,.85542387
PontSaintEsprit,Revel,.83592588
PontSaintEsprit,Riom,.7822333
PontSaintEsprit,Romans,.93141204
PontSaintEsprit,Rouen,.70554137
PontSaintEsprit,RozayenBrie,.69850063
PontSaintEsprit,Réalmont,.61147338
PontSaintEsprit,SaintAffrique,.93261456
PontSaintEsprit,SaintBrieuc,.806584
PontSaintEsprit,SaintEtienne,.91157401
PontSaintEsprit,SaintLo,
PontSaintEsprit,Soissons,.76572686
PontSaintEsprit,Strasbourg,.84625012
PontSaintEsprit,TarasconsurAriège,.84768081
PontSaintEsprit,Toulouse,.95326495
PontSaintEsprit,Treignac,.29532877
PontSaintEsprit,Tulle,.85088021
PontSaintEsprit,Valence,.60174292
PontSaintEsprit,Valenciennes,
PontSaintEsprit,Vannes,.73018891
PontSaintEsprit,Verfeil,.3254928
PontSaintEsprit,VicleComte,.7194674
PontSaintEsprit,Vienne,
PontSaintEsprit,VilleneuvedeBerg,.9465549
PontSaintEsprit,Vitre,
PontSaintEsprit,Voiron,
PontlAbbé,Abbeville,.46676257
PontlAbbé,Aigueperse,
PontlAbbé,AixenProvence,
PontlAbbé,Albertville,
PontlAbbé,Albi,.57788426
PontlAbbé,Angers,.60620373
PontlAbbé,Angoulême,.5153175
PontlAbbé,Annecy,
PontlAbbé,Annonay,
PontlAbbé,Arles,
PontlAbbé,Arras,.93575293
PontlAbbé,Aubenas,1
PontlAbbé,Auzerre,.41086447
PontlAbbé,Avignon,.53946579
PontlAbbé,Ayen,
PontlAbbé,BarleDuc,.49131218
PontlAbbé,Bayeux,.67178309
PontlAbbé,Bayonne,.269097
PontlAbbé,Beaugency,
PontlAbbé,Beaumont,
PontlAbbé,Bernay,.4938207
PontlAbbé,Billom,
PontlAbbé,Blois,.54597145
PontlAbbé,Bordeaux,.60902232
PontlAbbé,BoulognesurMer,.76216376
PontlAbbé,Bourges,.46378669
PontlAbbé,Briançon,
PontlAbbé,Brioude,
PontlAbbé,BrivelaGaillarde,
PontlAbbé,BuislesBaronnies,.51281446
PontlAbbé,Béziers,
PontlAbbé,Caen,
PontlAbbé,Cambrai,
PontlAbbé,Cany,
PontlAbbé,Carcassonne,
PontlAbbé,Castelnaudary,.58583879
PontlAbbé,Castres,
