year,direction_ferme,value,kind,peace_reg_memory,peace_reg
1754,Bayonne,5541597.958322052,imports_no_colonial_trade,,
1755,Bayonne,5599168.3295318745,imports_no_colonial_trade,,
1756,Bayonne,3163467.428161671,imports_no_colonial_trade,5024003.5720658945,5024003.5720658945
1757,Bayonne,4891246.379928229,imports_no_colonial_trade,4855561.78767825,4855561.78767825
1758,Bayonne,3554561.6695203,imports_no_colonial_trade,4692767.418608,4692767.418608
1759,Bayonne,4917096.896260648,imports_no_colonial_trade,4535431.121695,4535431.121695
1760,Bayonne,4668266.325038716,imports_no_colonial_trade,4383369.90196314,4383369.90196314
1761,Bayonne,6165528.479503409,imports_no_colonial_trade,4236406.8997823605,4236406.8997823605
1762,Bayonne,8157435.706736624,imports_no_colonial_trade,4094371.1851664092,4094371.1851664092
1763,Bayonne,5343866.604459376,imports_no_colonial_trade,3957097.558967296,3957097.558967296
1764,Bayonne,6553979.601057642,imports_no_colonial_trade,,
1765,Bayonne,6873794.751651695,imports_no_colonial_trade,,
1766,Bayonne,5139099.445910563,imports_no_colonial_trade,,
1767,Bayonne,5755151.232798411,imports_no_colonial_trade,,
1768,Bayonne,2253098.4542606203,imports_no_colonial_trade,,
1769,Bayonne,6673086.885019349,imports_no_colonial_trade,,
1770,Bayonne,4537392.05258948,imports_no_colonial_trade,,
1771,Bayonne,4683754.7488310095,imports_no_colonial_trade,,
1772,Bayonne,5288522.73713035,imports_no_colonial_trade,,
1773,Bayonne,4315309.938710835,imports_no_colonial_trade,,
1774,Bayonne,4743452.408721372,imports_no_colonial_trade,,
1775,Bayonne,4460449.32115738,imports_no_colonial_trade,,
1776,Bayonne,5814872.786675581,imports_no_colonial_trade,4529866.205060116,4165155.495917024
1777,Bayonne,6261668.171903195,imports_no_colonial_trade,4480554.318110707,4058658.68718726
1778,Bayonne,4280148.085724159,imports_no_colonial_trade,4431779.237787478,3954884.8428896423
1779,Bayonne,10285266.33767606,imports_no_colonial_trade,4383535.120441496,3853764.3408881365
1780,Bayonne,6830786.969512859,imports_no_colonial_trade,4335816.186037538,3755229.339180913
1781,Bayonne,,imports_no_colonial_trade,4288616.71746152,3659213.730384778
1782,Bayonne,,imports_no_colonial_trade,4241931.059835582,3565653.097383653
1783,Bayonne,,imports_no_colonial_trade,4195753.619840525,3474484.670111035
1784,Bayonne,,imports_no_colonial_trade,,
1785,Bayonne,,imports_no_colonial_trade,,
1786,Bayonne,,imports_no_colonial_trade,,
1787,Bayonne,,imports_no_colonial_trade,,
1788,Bayonne,,imports_no_colonial_trade,,
1789,Bayonne,8425372.23,imports_no_colonial_trade,,
1716,Bayonne,,exports_no_colonial_trade,,
1717,Bayonne,,exports_no_colonial_trade,,
1718,Bayonne,,exports_no_colonial_trade,,
1719,Bayonne,,exports_no_colonial_trade,,
1720,Bayonne,,exports_no_colonial_trade,,
1721,Bayonne,,exports_no_colonial_trade,,
1722,Bayonne,,exports_no_colonial_trade,,
1723,Bayonne,,exports_no_colonial_trade,,
1724,Bayonne,,exports_no_colonial_trade,,
1725,Bayonne,,exports_no_colonial_trade,,
1726,Bayonne,,exports_no_colonial_trade,,
1727,Bayonne,,exports_no_colonial_trade,,
1728,Bayonne,,exports_no_colonial_trade,,
1729,Bayonne,,exports_no_colonial_trade,,
1730,Bayonne,,exports_no_colonial_trade,,
1731,Bayonne,,exports_no_colonial_trade,,
1732,Bayonne,,exports_no_colonial_trade,,
1733,Bayonne,,exports_no_colonial_trade,,
1734,Bayonne,,exports_no_colonial_trade,,
1735,Bayonne,,exports_no_colonial_trade,,
1736,Bayonne,,exports_no_colonial_trade,,
1737,Bayonne,,exports_no_colonial_trade,,
1738,Bayonne,,exports_no_colonial_trade,,
1739,Bayonne,,exports_no_colonial_trade,,
1740,Bayonne,,exports_no_colonial_trade,,
1741,Bayonne,,exports_no_colonial_trade,,
1742,Bayonne,,exports_no_colonial_trade,,
1743,Bayonne,,exports_no_colonial_trade,,
1744,Bayonne,,exports_no_colonial_trade,,
1745,Bayonne,,exports_no_colonial_trade,,
1746,Bayonne,,exports_no_colonial_trade,,
1747,Bayonne,,exports_no_colonial_trade,,
1748,Bayonne,,exports_no_colonial_trade,,
1749,Bayonne,5515262.530547614,exports_no_colonial_trade,,
1750,Bayonne,6811627.090399999,exports_no_colonial_trade,,
1751,Bayonne,7516698.528490768,exports_no_colonial_trade,,
1752,Bayonne,5735159.200996616,exports_no_colonial_trade,,
1753,Bayonne,4177284.9508467545,exports_no_colonial_trade,,
1754,Bayonne,5541597.958322052,exports_no_colonial_trade,,
1755,Bayonne,5599168.3295318745,exports_no_colonial_trade,,
1756,Bayonne,3163467.428161671,exports_no_colonial_trade,5024003.5720658945,5024003.5720658945
1757,Bayonne,4891246.379928229,exports_no_colonial_trade,4855561.78767825,4855561.78767825
1758,Bayonne,3554561.6695203,exports_no_colonial_trade,4692767.418608,4692767.418608
1759,Bayonne,4917096.896260648,exports_no_colonial_trade,4535431.121695,4535431.121695
1760,Bayonne,4668266.325038716,exports_no_colonial_trade,4383369.90196314,4383369.90196314
1761,Bayonne,6165528.479503409,exports_no_colonial_trade,4236406.8997823605,4236406.8997823605
1762,Bayonne,8157435.706736624,exports_no_colonial_trade,4094371.1851664092,4094371.1851664092
1763,Bayonne,5343866.604459376,exports_no_colonial_trade,3957097.558967296,3957097.558967296
1764,Bayonne,6553979.601057642,exports_no_colonial_trade,,
1765,Bayonne,6873794.751651695,exports_no_colonial_trade,,
1766,Bayonne,5139099.445910563,exports_no_colonial_trade,,
1767,Bayonne,5755151.232798411,exports_no_colonial_trade,,
1768,Bayonne,2253098.4542606203,exports_no_colonial_trade,,
1769,Bayonne,6673086.885019349,exports_no_colonial_trade,,
1770,Bayonne,4537392.05258948,exports_no_colonial_trade,,
1771,Bayonne,4683754.7488310095,exports_no_colonial_trade,,
1772,Bayonne,5288522.73713035,exports_no_colonial_trade,,
1773,Bayonne,4315309.938710835,exports_no_colonial_trade,,
1774,Bayonne,4743452.408721372,exports_no_colonial_trade,,
1775,Bayonne,,exports_no_colonial_trade,,
1776,Bayonne,5814872.786675581,exports_no_colonial_trade,4551489.019700512,4082125.7465130016
1777,Bayonne,,exports_no_colonial_trade,4503032.049157255,3968520.884007705
1778,Bayonne,4280148.085724159,exports_no_colonial_trade,4455090.970882221,3858077.625428006
1779,Bayonne,10285266.33767606,exports_no_colonial_trade,4407660.292480239,3750707.9838764425
1780,Bayonne,6830786.969512859,exports_no_colonial_trade,4360734.580030312,3646326.4211159665
1781,Bayonne,,exports_no_colonial_trade,4314308.457463197,3544849.77942406
1782,Bayonne,,exports_no_colonial_trade,4268376.605945375,3446197.2153433473
1783,Bayonne,,exports_no_colonial_trade,4222933.763269808,3350290.135276167
1784,Bayonne,,exports_no_colonial_trade,,
1785,Bayonne,,exports_no_colonial_trade,,
1786,Bayonne,,exports_no_colonial_trade,,
1787,Bayonne,,exports_no_colonial_trade,,
1788,Bayonne,,exports_no_colonial_trade,,
1789,Bayonne,8425372.23,exports_no_colonial_trade,,
1716,La Rochelle,,total,,
1717,La Rochelle,,total,,
1718,La Rochelle,7535999.957190586,total,,
1719,La Rochelle,11009032.895112716,total,,
1720,La Rochelle,17032139.784807377,total,,
1721,La Rochelle,12694425.200282369,total,,
1722,La Rochelle,16680142.978734378,total,,
1723,La Rochelle,15765323.84870381,total,,
1724,La Rochelle,16495748.511861525,total,,
1725,La Rochelle,11295003.644029055,total,,
1726,La Rochelle,7540786.416639486,total,,
1727,La Rochelle,13433935.928107534,total,,
1728,La Rochelle,14074921.778382862,total,,
1729,La Rochelle,11862048.478781566,total,,
1730,La Rochelle,13076219.13361603,total,,
1731,La Rochelle,11781660.392849863,total,,
1732,La Rochelle,13991587.120055664,total,,
1733,La Rochelle,11413020.487264866,total,,
1734,La Rochelle,14179104.46227989,total,,
1735,La Rochelle,14855324.030275922,total,,
1736,La Rochelle,14332890.071489714,total,,
1737,La Rochelle,12943587.81161198,total,,
1738,La Rochelle,15173263.199205099,total,,
1739,La Rochelle,16468340.460290037,total,,
1740,La Rochelle,19592794.140117444,total,,
1741,La Rochelle,16755715.98272359,total,,
1742,La Rochelle,,total,,
1743,La Rochelle,,total,,
1744,La Rochelle,11166413.175277064,total,16362037.278140586,16362037.278140586
1745,La Rochelle,,total,16586920.078662593,16586920.078662593
1746,La Rochelle,21321328.080479153,total,16814893.709080104,16814893.709080104
1747,La Rochelle,47706829.27353594,total,17046000.650318388,17046000.650318388
1748,La Rochelle,23030805.99066665,total,17280283.96716823,17280283.96716823
1749,La Rochelle,23321457.508742854,total,,
1750,La Rochelle,21139169.508223407,total,,
1751,La Rochelle,20647303.85387986,total,,
1752,La Rochelle,19547146.653775062,total,,
1753,La Rochelle,17274754.971163396,total,,
1754,La Rochelle,20361898.042909946,total,,
1755,La Rochelle,,total,,
1756,La Rochelle,14507895.704639208,total,21145428.436184656,17089908.79173737
1757,La Rochelle,15827263.197905347,total,21504053.765211847,16448473.375819903
1758,La Rochelle,7892832.619919436,total,21868761.36053163,15831112.950460147
1759,La Rochelle,5914391.078003212,total,22239654.377053212,15236923.909221709
1760,La Rochelle,6173162.77964594,total,22616837.71918759,14665036.560721654
1761,La Rochelle,6125383.682661703,total,23000418.070518687,14114613.85569708
1762,La Rochelle,4152304.1112779393,total,23390503.92397851,13584850.161848653
1763,La Rochelle,,total,23787205.612533282,13074970.084667971
1764,La Rochelle,,total,,
1765,La Rochelle,11571510.03004371,total,,
1766,La Rochelle,12916548.066509645,total,,
1767,La Rochelle,12283463.360102393,total,,
1768,La Rochelle,14133178.045252874,total,,
1769,La Rochelle,10713790.469201192,total,,
1770,La Rochelle,10849680.535732154,total,,
1771,La Rochelle,10840840.44986194,total,,
1772,La Rochelle,16166496.63837478,total,,
1773,La Rochelle,27086761.95964256,total,,
1774,La Rochelle,21859271.800731614,total,,
1775,La Rochelle,21914111.126649827,total,,
1776,La Rochelle,25260613.44092749,total,17113197.201875024,22660369.383152675
1777,La Rochelle,,total,17196903.448916357,24358813.89616819
1778,La Rochelle,16436976.728661306,total,17281019.130601022,26184560.56013426
1779,La Rochelle,8152645.954763791,total,17365546.2496079,28147150.95118706
1780,La Rochelle,7694879.291011558,total,17450486.81841161,30256841.807577323
1781,La Rochelle,,total,17535842.859330337,32524658.63264134
1782,La Rochelle,,total,17621616.404574074,34962453.31543158
1783,La Rochelle,,total,17707809.496293213,37582966.07014883
1784,La Rochelle,,total,,
1785,La Rochelle,,total,,
1786,La Rochelle,,total,,
1787,La Rochelle,,total,,
1788,La Rochelle,,total,,
1789,La Rochelle,23933450.373430233,total,,
1716,La Rochelle,,imports,,
1717,La Rochelle,,imports,,
1718,La Rochelle,3147187.8655091054,imports,,
1719,La Rochelle,4056697.3816134552,imports,,
1720,La Rochelle,7899942.137762301,imports,,
1721,La Rochelle,5219388.480030095,imports,,
1722,La Rochelle,9453394.128114948,imports,,
1723,La Rochelle,7982713.79281066,imports,,
1724,La Rochelle,9191111.261717726,imports,,
1725,La Rochelle,5593060.899242595,imports,,
1726,La Rochelle,3150019.3117959853,imports,,
1727,La Rochelle,6460560.340375213,imports,,
1728,La Rochelle,6381780.28507566,imports,,
1729,La Rochelle,5067529.140673141,imports,,
1730,La Rochelle,6106796.4222003305,imports,,
1731,La Rochelle,5353240.9434170695,imports,,
1732,La Rochelle,6179041.972161464,imports,,
1733,La Rochelle,4642898.257672765,imports,,
1734,La Rochelle,6258198.65935489,imports,,
1735,La Rochelle,6014957.894037069,imports,,
1736,La Rochelle,6826759.006954665,imports,,
1737,La Rochelle,6236667.90887388,imports,,
1738,La Rochelle,7337047.685570777,imports,,
1739,La Rochelle,8707137.310997225,imports,,
1740,La Rochelle,9775962.24040329,imports,,
1741,La Rochelle,7074108.810876449,imports,,
1742,La Rochelle,,imports,,
1743,La Rochelle,,imports,,
1744,La Rochelle,5592241.20323792,imports,7679614.021229301,7679614.021229301
1745,La Rochelle,,imports,7797249.6142140785,7797249.6142140785
1746,La Rochelle,9353645.776156569,imports,7916687.137959809,7916687.137959809
1747,La Rochelle,11180400.85292304,imports,8037954.194269468,8037954.194269468
1748,La Rochelle,8188965.940917931,imports,8161078.807747896,8161078.807747896
1749,La Rochelle,10665813.021295529,imports,,
1750,La Rochelle,11434237.193970403,imports,,
1751,La Rochelle,8930031.69923278,imports,,
1752,La Rochelle,9562134.84912517,imports,,
1753,La Rochelle,8358230.425187,imports,,
1754,La Rochelle,10592659.154740712,imports,,
1755,La Rochelle,,imports,,
1756,La Rochelle,7069464.788738561,imports,10329128.977553478,8780631.809857871
1757,La Rochelle,7261098.010339802,imports,10528565.512837097,8556226.917632082
1758,La Rochelle,2489366.1284004296,imports,10731852.801818494,8337557.097408553
1759,La Rochelle,2537916.1779194237,imports,10939065.195488751,8124475.779072234
1760,La Rochelle,2857492.65888236,imports,11150278.480420219,7916840.138371825
1761,La Rochelle,1736264.4450184542,imports,11365569.906484721,7714511.001187689
1762,La Rochelle,1657889.8236691197,imports,11585018.215107653,7517352.750245811
1763,La Rochelle,,imports,11808703.668066915,7325233.234216371
1764,La Rochelle,8847346.48137101,imports,,
1765,La Rochelle,4171057.278243181,imports,,
1766,La Rochelle,4934124.974354845,imports,,
1767,La Rochelle,6113870.114851836,imports,,
1768,La Rochelle,7401081.66164242,imports,,
1769,La Rochelle,4993416.530806231,imports,,
1770,La Rochelle,4675885.09933538,imports,,
1771,La Rochelle,5076204.03314896,imports,,
1772,La Rochelle,6812748.5150308255,imports,,
1773,La Rochelle,10656918.011046315,imports,,
1774,La Rochelle,10279879.885690115,imports,,
1775,La Rochelle,10256685.78201927,imports,,
1776,La Rochelle,9773015.388894258,imports,7832606.24423506,9240839.001475051
1777,La Rochelle,,imports,7869747.257615405,9720696.471529692
1778,La Rochelle,8974251.512137672,imports,7907064.387965237,10225471.937832491
1779,La Rochelle,4113823.0753538106,imports,7944558.470404106,10756459.339887628
1780,La Rochelle,3697571.203999307,imports,7982230.344011615,11315019.808775969
1781,La Rochelle,,imports,8020080.851846095,11902585.156272087
1782,La Rochelle,,imports,8058110.840963588,12520661.545146367
1783,La Rochelle,,imports,8096321.1624367,13170833.350055754
1784,La Rochelle,,imports,,
1785,La Rochelle,,imports,,
1786,La Rochelle,,imports,,
1787,La Rochelle,,imports,,
1788,La Rochelle,,imports,,
1789,La Rochelle,10599154.435469542,imports,,
1716,La Rochelle,,exports,,
1717,La Rochelle,,exports,,
1718,La Rochelle,4388812.09168148,exports,,
1719,La Rochelle,6952335.51349926,exports,,
1720,La Rochelle,9132197.647045076,exports,,
1721,La Rochelle,7475036.720252275,exports,,
1722,La Rochelle,7226748.85061943,exports,,
1723,La Rochelle,7782610.055893149,exports,,
1724,La Rochelle,7304637.2501438,exports,,
1725,La Rochelle,5701942.744786459,exports,,
1726,La Rochelle,4390767.104843501,exports,,
1727,La Rochelle,6973375.587732321,exports,,
1728,La Rochelle,7693141.493307202,exports,,
1729,La Rochelle,6794519.338108426,exports,,
1730,La Rochelle,6969422.711415701,exports,,
1731,La Rochelle,6428419.449432794,exports,,
1732,La Rochelle,7812545.1478942,exports,,
1733,La Rochelle,6770122.229592101,exports,,
1734,La Rochelle,7920905.802925,exports,,
1735,La Rochelle,8840366.136238853,exports,,
1736,La Rochelle,7506131.06453505,exports,,
1737,La Rochelle,6706919.902738099,exports,,
1738,La Rochelle,7836215.513634321,exports,,
1739,La Rochelle,7761203.149292811,exports,,
1740,La Rochelle,9816831.899714151,exports,,
1741,La Rochelle,9681607.171847142,exports,,
1742,La Rochelle,,exports,,
1743,La Rochelle,,exports,,
1744,La Rochelle,5574171.972039144,exports,8683351.129540486,8683351.129540486
1745,La Rochelle,,exports,8796233.475869419,8796233.475869419
1746,La Rochelle,11967682.304322582,exports,8910583.276862232,8910583.276862232
1747,La Rochelle,36526428.4206129,exports,9026419.60922353,9026419.60922353
1748,La Rochelle,14841840.04974872,exports,9143761.797652671,9143761.797652671
1749,La Rochelle,12655644.487447327,exports,,
1750,La Rochelle,9704932.314253004,exports,,
1751,La Rochelle,11717272.154647084,exports,,
1752,La Rochelle,9985011.804649893,exports,,
1753,La Rochelle,8916524.545976397,exports,,
1754,La Rochelle,9769238.888169235,exports,,
1755,La Rochelle,,exports,,
1756,La Rochelle,7438430.915900648,exports,10810809.49551683,8333992.932694648
1757,La Rochelle,8566165.187565545,exports,10975061.025657026,7936947.700808612
1758,La Rochelle,5403466.491519006,exports,11141808.073377568,7558818.3616327895
1759,La Rochelle,3376474.900083788,exports,11311088.553746779,7198703.730696986
1760,La Rochelle,3315670.12076358,exports,11482940.957886826,6855745.557451918
1761,La Rochelle,4389119.237643248,exports,11657404.361725831,6529126.479826897
1762,La Rochelle,2494414.2876088195,exports,11834518.434882976,6218068.076234282
1763,La Rochelle,,exports,12014323.449688617,5921829.010380642
1764,La Rochelle,,exports,,
1765,La Rochelle,7400452.75180053,exports,,
1766,La Rochelle,7982423.092154801,exports,,
1767,La Rochelle,6169593.245250556,exports,,
1768,La Rochelle,6732096.383610455,exports,,
1769,La Rochelle,5720373.938394961,exports,,
1770,La Rochelle,6173795.436396774,exports,,
1771,La Rochelle,5764636.416712981,exports,,
1772,La Rochelle,9353748.123343954,exports,,
1773,La Rochelle,16429843.948596243,exports,,
1774,La Rochelle,11579391.915041497,exports,,
1775,La Rochelle,11657425.344630556,exports,,
1776,La Rochelle,15487598.052033234,exports,9313043.151305312,12160080.123654038
1777,La Rochelle,,exports,9362278.989119535,13001990.460270384
1778,La Rochelle,7462725.216523634,exports,9411775.12506469,13902190.956794696
1779,La Rochelle,4038822.8794099805,exports,9461532.935274877,14864717.366910376
1780,La Rochelle,3997308.087012251,exports,9511553.803159487,15893884.862093108
1781,La Rochelle,,exports,9561839.119441735,16994307.377266906
1782,La Rochelle,,exports,9612390.282197258,18170918.29586808
1783,La Rochelle,,exports,9663208.696892915,19428992.567051858
1784,La Rochelle,,exports,,
1785,La Rochelle,,exports,,
1786,La Rochelle,,exports,,
1787,La Rochelle,,exports,,
1788,La Rochelle,,exports,,
1789,La Rochelle,13334295.937960692,exports,,
1716,La Rochelle,,total_no_colonial_product,,
1717,La Rochelle,,total_no_colonial_product,,
1718,La Rochelle,6731909.453920295,total_no_colonial_product,,
1719,La Rochelle,9134875.282065494,total_no_colonial_product,,
1720,La Rochelle,14517453.469707225,total_no_colonial_product,,
1721,La Rochelle,10142223.740555018,total_no_colonial_product,,
1722,La Rochelle,12907607.18722388,total_no_colonial_product,,
1723,La Rochelle,12888965.48536072,total_no_colonial_product,,
1724,La Rochelle,14170413.020117376,total_no_colonial_product,,
1725,La Rochelle,9648951.654642053,total_no_colonial_product,,
1726,La Rochelle,6454364.464571785,total_no_colonial_product,,
1727,La Rochelle,12362447.118797285,total_no_colonial_product,,
1728,La Rochelle,12115956.856297411,total_no_colonial_product,,
1729,La Rochelle,10064159.332641765,total_no_colonial_product,,
1730,La Rochelle,11044520.38406093,total_no_colonial_product,,
1731,La Rochelle,9603993.398174966,total_no_colonial_product,,
1732,La Rochelle,11640459.674361214,total_no_colonial_product,,
1733,La Rochelle,10027136.664099116,total_no_colonial_product,,
1734,La Rochelle,11800713.19804709,total_no_colonial_product,,
1735,La Rochelle,12309582.533576671,total_no_colonial_product,,
1736,La Rochelle,12357387.810283065,total_no_colonial_product,,
1737,La Rochelle,10786969.99844696,total_no_colonial_product,,
1738,La Rochelle,12759531.689909484,total_no_colonial_product,,
1739,La Rochelle,12935157.56031662,total_no_colonial_product,,
1740,La Rochelle,16689691.98688759,total_no_colonial_product,,
1741,La Rochelle,14140793.81729184,total_no_colonial_product,,
1742,La Rochelle,,total_no_colonial_product,,
1743,La Rochelle,,total_no_colonial_product,,
1744,La Rochelle,9668706.345578816,total_no_colonial_product,13705513.430279944,13705513.430279944
1745,La Rochelle,,total_no_colonial_product,13889314.171474881,13889314.171474881
1746,La Rochelle,13829966.502062157,total_no_colonial_product,14075579.812115991,14075579.812115991
1747,La Rochelle,38153804.2132972,total_no_colonial_product,14264343.408268448,14264343.408268448
1748,La Rochelle,17366464.300394785,total_no_colonial_product,14455638.459302958,14455638.459302958
1749,La Rochelle,17928852.572391655,total_no_colonial_product,,
1750,La Rochelle,16262212.0072824,total_no_colonial_product,,
1751,La Rochelle,15569207.777239926,total_no_colonial_product,,
1752,La Rochelle,15876864.524760611,total_no_colonial_product,,
1753,La Rochelle,13689581.505469998,total_no_colonial_product,,
1754,La Rochelle,17077246.642831936,total_no_colonial_product,,
1755,La Rochelle,,total_no_colonial_product,,
1756,La Rochelle,9895355.123279609,total_no_colonial_product,16812461.593524538,14557516.075620621
1757,La Rochelle,13720239.882770658,total_no_colonial_product,17063655.59206851,14252804.421544338
1758,La Rochelle,7586784.620068386,total_no_colonial_product,17318602.665351387,13954470.860519515
1759,La Rochelle,5694046.725195842,total_no_colonial_product,17577358.887841698,13662381.889050739
1760,La Rochelle,4803365.6951494,total_no_colonial_product,17839981.171813548,13376406.798079938
1761,La Rochelle,5986341.283390173,total_no_colonial_product,18106527.279863723,13096417.614494823
1762,La Rochelle,3351031.7523052897,total_no_colonial_product,18377055.83761682,12822289.043861156
1763,La Rochelle,,total_no_colonial_product,18651626.346619185,12553898.41435381
1764,La Rochelle,,total_no_colonial_product,,
1765,La Rochelle,8161223.778470071,total_no_colonial_product,,
1766,La Rochelle,8919377.001444036,total_no_colonial_product,,
1767,La Rochelle,8123421.203556097,total_no_colonial_product,,
1768,La Rochelle,8756271.034269072,total_no_colonial_product,,
1769,La Rochelle,7920831.90714321,total_no_colonial_product,,
1770,La Rochelle,7075367.338507866,total_no_colonial_product,,
1771,La Rochelle,7820871.77738863,total_no_colonial_product,,
1772,La Rochelle,12455924.571555257,total_no_colonial_product,,
1773,La Rochelle,22992573.483803757,total_no_colonial_product,,
1774,La Rochelle,18616683.3785916,total_no_colonial_product,,
1775,La Rochelle,18095687.265619174,total_no_colonial_product,,
1776,La Rochelle,21133608.122192893,total_no_colonial_product,12494101.228769919,19289263.948365953
1777,La Rochelle,,total_no_colonial_product,12518495.838071963,21267245.12459574
1778,La Rochelle,9318384.633708397,total_no_colonial_product,12542938.077607835,23448054.648448296
1779,La Rochelle,5463128.081237061,total_no_colonial_product,12567428.040375097,25852491.17013149
1780,La Rochelle,4534275.061012156,total_no_colonial_product,12591965.819552843,28503486.098193467
1781,La Rochelle,,total_no_colonial_product,12616551.508502228,31426322.299205177
1782,La Rochelle,,total_no_colonial_product,12641185.200766569,34648875.22358491
1783,La Rochelle,,total_no_colonial_product,12665866.99007186,38201878.75722111
1784,La Rochelle,,total_no_colonial_product,,
1785,La Rochelle,,total_no_colonial_product,,
1786,La Rochelle,,total_no_colonial_product,,
1787,La Rochelle,,total_no_colonial_product,,
1788,La Rochelle,,total_no_colonial_product,,
1789,La Rochelle,13188711.37343025,total_no_colonial_product,,
1716,La Rochelle,,total_no_colonial_trade,,
1717,La Rochelle,,total_no_colonial_trade,,
1718,La Rochelle,1137701.11843071,total_no_colonial_trade,,
1719,La Rochelle,1494397.7574548104,total_no_colonial_trade,,
1720,La Rochelle,3983965.7575402996,total_no_colonial_trade,,
1721,La Rochelle,2866960.07864679,total_no_colonial_trade,,
1722,La Rochelle,2901459.6989053,total_no_colonial_trade,,
1723,La Rochelle,3872772.9721803,total_no_colonial_trade,,
1724,La Rochelle,4752339.53550765,total_no_colonial_trade,,
1725,La Rochelle,3674581.80849439,total_no_colonial_trade,,
1726,La Rochelle,2665654.330711169,total_no_colonial_trade,,
1727,La Rochelle,4365942.267622208,total_no_colonial_trade,,
1728,La Rochelle,2888277.2098263213,total_no_colonial_trade,,
1729,La Rochelle,2878444.9394825194,total_no_colonial_trade,,
1730,La Rochelle,3881470.5533187,total_no_colonial_trade,,
1731,La Rochelle,3048372.13682674,total_no_colonial_trade,,
1732,La Rochelle,3642369.842293509,total_no_colonial_trade,,
1733,La Rochelle,2866196.92013783,total_no_colonial_trade,,
1734,La Rochelle,3502110.79615168,total_no_colonial_trade,,
1735,La Rochelle,3196127.0501173194,total_no_colonial_trade,,
1736,La Rochelle,4414100.99752563,total_no_colonial_trade,,
1737,La Rochelle,3316324.70455478,total_no_colonial_trade,,
1738,La Rochelle,4207109.060684495,total_no_colonial_trade,,
1739,La Rochelle,5389079.139429829,total_no_colonial_trade,,
1740,La Rochelle,5596733.62152273,total_no_colonial_trade,,
1741,La Rochelle,4324248.129338498,total_no_colonial_trade,,
1742,La Rochelle,,total_no_colonial_trade,,
1743,La Rochelle,,total_no_colonial_trade,,
1744,La Rochelle,2051098.3527088405,total_no_colonial_trade,5203136.777648337,5203136.777648337
1745,La Rochelle,,total_no_colonial_trade,5363161.158349887,5363161.158349887
1746,La Rochelle,2027781.73072188,total_no_colonial_trade,5528107.147595175,5528107.147595175
1747,La Rochelle,1930034.9251064789,total_no_colonial_trade,5698126.111260695,5698126.111260695
1748,La Rochelle,2395405.608495061,total_no_colonial_trade,5873374.070536127,5873374.070536127
1749,La Rochelle,3997752.767720057,total_no_colonial_trade,,
1750,La Rochelle,3494207.387940801,total_no_colonial_trade,,
1751,La Rochelle,4521448.841936559,total_no_colonial_trade,,
1752,La Rochelle,6605259.492172438,total_no_colonial_trade,,
1753,La Rochelle,4884924.281235419,total_no_colonial_trade,,
1754,La Rochelle,4919767.484134648,total_no_colonial_trade,,
1755,La Rochelle,,total_no_colonial_trade,,
1756,La Rochelle,3740415.0215685796,total_no_colonial_trade,5589723.378834052,6339937.743347205
1757,La Rochelle,6399163.0339124035,total_no_colonial_trade,5703625.994447089,6794162.580488943
1758,La Rochelle,2525963.4521148596,total_no_colonial_trade,5819849.62041506,7280930.355910096
1759,La Rochelle,2261504.9502693475,total_no_colonial_trade,5938441.552307377,7802572.608410868
1760,La Rochelle,2256211.15045086,total_no_colonial_trade,6059450.049442354,8361587.919887865
1761,La Rochelle,2195025.891434608,total_no_colonial_trade,6182924.354525362,8960653.883137055
1762,La Rochelle,1413327.42926282,total_no_colonial_trade,6308914.713687802,9602639.92708887
1763,La Rochelle,,total_no_colonial_trade,6437472.396933704,10290621.060908312
1764,La Rochelle,,total_no_colonial_trade,,
1765,La Rochelle,1837711.7587005994,total_no_colonial_trade,,
1766,La Rochelle,3128933.9135037195,total_no_colonial_trade,,
1767,La Rochelle,4133765.6479212395,total_no_colonial_trade,,
1768,La Rochelle,6018883.26924892,total_no_colonial_trade,,
1769,La Rochelle,4596418.751598899,total_no_colonial_trade,,
1770,La Rochelle,4327096.426158779,total_no_colonial_trade,,
1771,La Rochelle,5398855.7463514,total_no_colonial_trade,,
1772,La Rochelle,5483374.960987239,total_no_colonial_trade,,
1773,La Rochelle,12268785.949076332,total_no_colonial_trade,,
1774,La Rochelle,13664799.809120934,total_no_colonial_trade,,
1775,La Rochelle,11078295.128981061,total_no_colonial_trade,,
1776,La Rochelle,12613929.255310198,total_no_colonial_trade,6626820.428145759,14931851.698538931
1777,La Rochelle,,total_no_colonial_trade,6729398.101952239,17605242.798880335
1778,La Rochelle,4425934.879527943,total_no_colonial_trade,6833563.592914419,20757276.476155713
1779,La Rochelle,3686881.1497998,total_no_colonial_trade,6939341.479122505,24473648.652830258
1780,La Rochelle,3082827.7191817546,total_no_colonial_trade,7046756.719115115,28855398.205552198
1781,La Rochelle,,total_no_colonial_trade,7155834.657768308,34021653.95982538
1782,La Rochelle,,total_no_colonial_trade,7266601.032275766,40112873.505221196
1783,La Rochelle,,total_no_colonial_trade,7379081.978221541,47294661.886395104
1784,La Rochelle,,total_no_colonial_trade,,
1785,La Rochelle,,total_no_colonial_trade,,
1786,La Rochelle,,total_no_colonial_trade,,
1787,La Rochelle,,total_no_colonial_trade,,
1788,La Rochelle,,total_no_colonial_trade,,
