year,direction_ferme,value,kind,peace_reg_memory,peace_reg
1742,Rouen,,exports_no_colonial_product,,
1743,Rouen,,exports_no_colonial_product,,
1744,Rouen,,exports_no_colonial_product,18033549.1738957,18033549.1738957
1745,Rouen,,exports_no_colonial_product,19517710.10756519,19517710.10756519
1746,Rouen,,exports_no_colonial_product,21124017.47263322,21124017.47263322
1747,Rouen,,exports_no_colonial_product,22862523.919296328,22862523.919296328
1748,Rouen,,exports_no_colonial_product,24744109.430772975,24744109.430772975
1749,Rouen,,exports_no_colonial_product,,
1750,Rouen,19298365.947068904,exports_no_colonial_product,,
1751,Rouen,,exports_no_colonial_product,,
1752,Rouen,,exports_no_colonial_product,,
1753,Rouen,,exports_no_colonial_product,,
1754,Rouen,,exports_no_colonial_product,,
1755,Rouen,15512838.401208732,exports_no_colonial_product,,
1756,Rouen,,exports_no_colonial_product,20709275.274931986,14849964.471722882
1757,Rouen,,exports_no_colonial_product,21675240.061771564,14215415.58727552
1758,Rouen,,exports_no_colonial_product,22686261.373140685,13607981.399804043
1759,Rouen,,exports_no_colonial_product,23744440.82850831,13026503.280225465
1760,Rouen,,exports_no_colonial_product,24851978.075420022,12469872.108450146
1761,Rouen,,exports_no_colonial_product,26011175.361923993,11937026.15782948
1762,Rouen,,exports_no_colonial_product,27224442.32227687,11426949.070002558
1763,Rouen,19587703.310859192,exports_no_colonial_product,28494300.985872764,10938667.916278984
1764,Rouen,15575434.859285884,exports_no_colonial_product,,
1765,Rouen,,exports_no_colonial_product,,
1766,Rouen,16606748.226144088,exports_no_colonial_product,,
1767,Rouen,17063223.22543045,exports_no_colonial_product,,
1768,Rouen,13679642.054293754,exports_no_colonial_product,,
1769,Rouen,14958741.427118551,exports_no_colonial_product,,
1770,Rouen,9727459.653230209,exports_no_colonial_product,,
1771,Rouen,15459648.272835914,exports_no_colonial_product,,
1772,Rouen,10741249.97876475,exports_no_colonial_product,,
1773,Rouen,12703048.194436308,exports_no_colonial_product,,
1774,Rouen,16345865.589095673,exports_no_colonial_product,,
1775,Rouen,15833501.860224877,exports_no_colonial_product,,
1776,Rouen,21535988.237430975,exports_no_colonial_product,16569347.112494523,13243322.348960845
1777,Rouen,,exports_no_colonial_product,16869400.97788285,13089956.556532284
1778,Rouen,,exports_no_colonial_product,17174888.5107249,12938366.834010359
1779,Rouen,,exports_no_colonial_product,17485908.1091598,12788532.613416573
1780,Rouen,,exports_no_colonial_product,17802559.953215994,12640433.564962285
1781,Rouen,,exports_no_colonial_product,18124946.037079364,12494049.594290217
1782,Rouen,,exports_no_colonial_product,18453170.201945797,12349360.83974821
1783,Rouen,,exports_no_colonial_product,18787338.169468626,12206347.669694075
1784,Rouen,,exports_no_colonial_product,,
1785,Rouen,,exports_no_colonial_product,,
1786,Rouen,,exports_no_colonial_product,,
1787,Rouen,,exports_no_colonial_product,,
1788,Rouen,,exports_no_colonial_product,,
1789,Rouen,21779866.0,exports_no_colonial_product,,
1716,Rouen,,imports_no_colonial_trade,,
1717,Rouen,,imports_no_colonial_trade,,
1718,Rouen,,imports_no_colonial_trade,,
1719,Rouen,,imports_no_colonial_trade,,
1720,Rouen,,imports_no_colonial_trade,,
1721,Rouen,,imports_no_colonial_trade,,
1722,Rouen,,imports_no_colonial_trade,,
1723,Rouen,,imports_no_colonial_trade,,
1724,Rouen,,imports_no_colonial_trade,,
1725,Rouen,,imports_no_colonial_trade,,
1726,Rouen,,imports_no_colonial_trade,,
1727,Rouen,,imports_no_colonial_trade,,
1728,Rouen,8500419.97484102,imports_no_colonial_trade,,
1729,Rouen,,imports_no_colonial_trade,,
1730,Rouen,14957343.645638386,imports_no_colonial_trade,,
1731,Rouen,8901878.283839649,imports_no_colonial_trade,,
1732,Rouen,18463010.64091955,imports_no_colonial_trade,,
1733,Rouen,9612972.018432679,imports_no_colonial_trade,,
1734,Rouen,5151012.515936401,imports_no_colonial_trade,,
1735,Rouen,6865258.381147166,imports_no_colonial_trade,,
1736,Rouen,4521762.615541869,imports_no_colonial_trade,,
1737,Rouen,,imports_no_colonial_trade,,
1738,Rouen,18510296.299421955,imports_no_colonial_trade,,
1739,Rouen,,imports_no_colonial_trade,,
1740,Rouen,,imports_no_colonial_trade,,
1741,Rouen,,imports_no_colonial_trade,,
1742,Rouen,,imports_no_colonial_trade,,
1743,Rouen,,imports_no_colonial_trade,,
1744,Rouen,,imports_no_colonial_trade,7645565.326152559,7645565.326152559
1745,Rouen,,imports_no_colonial_trade,7500517.186470402,7500517.186470402
1746,Rouen,,imports_no_colonial_trade,7358220.8332066145,7358220.8332066145
1747,Rouen,,imports_no_colonial_trade,7218624.060738227,7218624.060738227
1748,Rouen,,imports_no_colonial_trade,7081675.653863279,7081675.653863279
1749,Rouen,,imports_no_colonial_trade,,
1750,Rouen,24389360.51001382,imports_no_colonial_trade,,
1751,Rouen,,imports_no_colonial_trade,,
1752,Rouen,,imports_no_colonial_trade,,
1753,Rouen,,imports_no_colonial_trade,,
1754,Rouen,,imports_no_colonial_trade,,
1755,Rouen,12808340.160726668,imports_no_colonial_trade,,
1756,Rouen,,imports_no_colonial_trade,16785532.73382332,11260335.77078974
1757,Rouen,,imports_no_colonial_trade,17188606.54736969,9899421.78922675
1758,Rouen,,imports_no_colonial_trade,17601359.44002192,8702986.638749853
1759,Rouen,,imports_no_colonial_trade,18024023.837130636,7651151.55681962
1760,Rouen,,imports_no_colonial_trade,18456837.74531489,6726440.310131549
1761,Rouen,,imports_no_colonial_trade,18900044.886487115,5913488.827107975
1762,Rouen,,imports_no_colonial_trade,19353894.8350944,5198789.923945219
1763,Rouen,15307708.126966873,imports_no_colonial_trade,19818643.15865744,4570468.88283921
1764,Rouen,14167576.900920203,imports_no_colonial_trade,,
1765,Rouen,,imports_no_colonial_trade,,
1766,Rouen,9955435.668549113,imports_no_colonial_trade,,
1767,Rouen,31052082.190545935,imports_no_colonial_trade,,
1768,Rouen,16855699.74656529,imports_no_colonial_trade,,
1769,Rouen,39076482.326841086,imports_no_colonial_trade,,
1770,Rouen,16051169.314686518,imports_no_colonial_trade,,
1771,Rouen,31488708.68373145,imports_no_colonial_trade,,
1772,Rouen,12290737.71664557,imports_no_colonial_trade,,
1773,Rouen,21344308.083238143,imports_no_colonial_trade,,
1774,Rouen,35611822.11045147,imports_no_colonial_trade,,
1775,Rouen,16238253.257529423,imports_no_colonial_trade,,
1776,Rouen,38645241.38329601,imports_no_colonial_trade,23025308.25602154,24835838.043931995
1777,Rouen,,imports_no_colonial_trade,23490798.492130883,25705180.438371398
1778,Rouen,,imports_no_colonial_trade,23965699.29323696,26604952.899129804
1779,Rouen,,imports_no_colonial_trade,24450200.907655824,27536220.586427476
1780,Rouen,,imports_no_colonial_trade,24944497.4298511,28500085.94486925
1781,Rouen,,imports_no_colonial_trade,25448786.878189664,29497690.00852957
1782,Rouen,,imports_no_colonial_trade,25963271.27426835,30530213.75172197
1783,Rouen,,imports_no_colonial_trade,26488156.72384619,31598879.48704848
1784,Rouen,,imports_no_colonial_trade,,
1785,Rouen,,imports_no_colonial_trade,,
1786,Rouen,,imports_no_colonial_trade,,
1787,Rouen,,imports_no_colonial_trade,,
1788,Rouen,,imports_no_colonial_trade,,
1789,Rouen,64488525.0,imports_no_colonial_trade,,
1716,Rouen,,exports_no_colonial_trade,,
1717,Rouen,,exports_no_colonial_trade,,
1718,Rouen,,exports_no_colonial_trade,,
1719,Rouen,,exports_no_colonial_trade,,
1720,Rouen,,exports_no_colonial_trade,,
1721,Rouen,,exports_no_colonial_trade,,
1722,Rouen,,exports_no_colonial_trade,,
1723,Rouen,,exports_no_colonial_trade,,
1724,Rouen,,exports_no_colonial_trade,,
1725,Rouen,,exports_no_colonial_trade,,
1726,Rouen,,exports_no_colonial_trade,,
1727,Rouen,,exports_no_colonial_trade,,
1728,Rouen,8500419.97484102,exports_no_colonial_trade,,
1729,Rouen,,exports_no_colonial_trade,,
1730,Rouen,14957343.645638386,exports_no_colonial_trade,,
1731,Rouen,8901878.283839649,exports_no_colonial_trade,,
1732,Rouen,18463010.64091955,exports_no_colonial_trade,,
1733,Rouen,9612972.018432679,exports_no_colonial_trade,,
1734,Rouen,,exports_no_colonial_trade,,
1735,Rouen,,exports_no_colonial_trade,,
1736,Rouen,,exports_no_colonial_trade,,
1737,Rouen,,exports_no_colonial_trade,,
1738,Rouen,18510296.299421955,exports_no_colonial_trade,,
1739,Rouen,,exports_no_colonial_trade,,
1740,Rouen,,exports_no_colonial_trade,,
1741,Rouen,,exports_no_colonial_trade,,
1742,Rouen,,exports_no_colonial_trade,,
1743,Rouen,,exports_no_colonial_trade,,
1744,Rouen,,exports_no_colonial_trade,26300605.527929932,26300605.527929932
1745,Rouen,,exports_no_colonial_trade,27992479.209090825,27992479.209090825
1746,Rouen,,exports_no_colonial_trade,29793188.276188135,29793188.276188135
1747,Rouen,,exports_no_colonial_trade,31709733.926394746,31709733.926394746
1748,Rouen,,exports_no_colonial_trade,33749567.7321111,33749567.7321111
1749,Rouen,,exports_no_colonial_trade,,
1750,Rouen,24389360.51001382,exports_no_colonial_trade,,
1751,Rouen,,exports_no_colonial_trade,,
1752,Rouen,,exports_no_colonial_trade,,
1753,Rouen,,exports_no_colonial_trade,,
1754,Rouen,,exports_no_colonial_trade,,
1755,Rouen,12808340.160726668,exports_no_colonial_trade,,
1756,Rouen,,exports_no_colonial_trade,19173553.164361157,11260335.77078974
1757,Rouen,,exports_no_colonial_trade,19526614.669309944,9899421.78922675
1758,Rouen,,exports_no_colonial_trade,19886177.44323106,8702986.638749853
1759,Rouen,,exports_no_colonial_trade,20252361.20038861,7651151.55681962
1760,Rouen,,exports_no_colonial_trade,20625287.85946327,6726440.310131549
1761,Rouen,,exports_no_colonial_trade,21005081.584144387,5913488.827107975
1762,Rouen,,exports_no_colonial_trade,21391868.8244695,5198789.923945219
1763,Rouen,15307708.126966873,exports_no_colonial_trade,21785778.358925153,4570468.88283921
1764,Rouen,14167576.900920203,exports_no_colonial_trade,,
1765,Rouen,,exports_no_colonial_trade,,
1766,Rouen,9955435.668549113,exports_no_colonial_trade,,
1767,Rouen,31052082.190545935,exports_no_colonial_trade,,
1768,Rouen,16855699.74656529,exports_no_colonial_trade,,
1769,Rouen,39076482.326841086,exports_no_colonial_trade,,
1770,Rouen,16051169.314686518,exports_no_colonial_trade,,
1771,Rouen,31488708.68373145,exports_no_colonial_trade,,
1772,Rouen,12290737.71664557,exports_no_colonial_trade,,
1773,Rouen,21344308.083238143,exports_no_colonial_trade,,
1774,Rouen,35611822.11045147,exports_no_colonial_trade,,
1775,Rouen,16238253.257529423,exports_no_colonial_trade,,
1776,Rouen,38645241.38329601,exports_no_colonial_trade,22201304.896066673,24835838.043931995
1777,Rouen,,exports_no_colonial_trade,22496911.71567319,25705180.438371398
1778,Rouen,,exports_no_colonial_trade,22796454.49274739,26604952.899129804
1779,Rouen,,exports_no_colonial_trade,23099985.633932687,27536220.586427476
1780,Rouen,,exports_no_colonial_trade,23407558.243658565,28500085.94486925
1781,Rouen,,exports_no_colonial_trade,23719226.133431483,29497690.00852957
1782,Rouen,,exports_no_colonial_trade,24035043.831249498,30530213.75172197
1783,Rouen,,exports_no_colonial_trade,24355066.591142215,31598879.48704848
1784,Rouen,,exports_no_colonial_trade,,
1785,Rouen,,exports_no_colonial_trade,,
1786,Rouen,,exports_no_colonial_trade,,
1787,Rouen,,exports_no_colonial_trade,,
1788,Rouen,,exports_no_colonial_trade,,
1789,Rouen,64488525.0,exports_no_colonial_trade,,
1716,Bordeaux,,total,,
1717,Bordeaux,,total,,
1718,Bordeaux,,total,,
1719,Bordeaux,,total,,
1720,Bordeaux,26143347.52023071,total,,
1721,Bordeaux,24476269.7769999,total,,
1722,Bordeaux,,total,,
1723,Bordeaux,41182518.99145151,total,,
1724,Bordeaux,39003929.474753305,total,,
1725,Bordeaux,30239035.707533576,total,,
1726,Bordeaux,22301467.788907133,total,,
1727,Bordeaux,,total,,
1728,Bordeaux,22648175.318545178,total,,
1729,Bordeaux,20213129.57911959,total,,
1730,Bordeaux,24175041.579521064,total,,
1731,Bordeaux,12933775.85886676,total,,
1732,Bordeaux,20408241.910940796,total,,
1733,Bordeaux,20393264.8987918,total,,
1734,Bordeaux,24703601.4949853,total,,
1735,Bordeaux,19702022.709271908,total,,
1736,Bordeaux,24572683.264289025,total,,
1737,Bordeaux,26113057.685842447,total,,
1738,Bordeaux,35479947.1415829,total,,
1739,Bordeaux,31549552.46760231,total,,
1740,Bordeaux,34215493.87234497,total,,
1741,Bordeaux,,total,,
1742,Bordeaux,52762324.43943313,total,,
1743,Bordeaux,61082613.590605564,total,,
1744,Bordeaux,46519817.77354968,total,33770044.95565604,33770044.95565604
1745,Bordeaux,37745629.06151001,total,34346727.65122762,34346727.65122762
1746,Bordeaux,35852053.14820024,total,34933258.214393474,34933258.214393474
1747,Bordeaux,41561901.25071488,total,35529804.81474973,35529804.81474973
1748,Bordeaux,32208934.610555325,total,36136538.49368358,36136538.49368358
1749,Bordeaux,67491695.93469042,total,,
1750,Bordeaux,58859614.518199995,total,,
1751,Bordeaux,60095279.15993086,total,,
1752,Bordeaux,92987045.605435,total,,
1753,Bordeaux,128147799.04138356,total,,
1754,Bordeaux,121966756.17763133,total,,
1755,Bordeaux,70406283.96697909,total,,
1756,Bordeaux,48940497.324008055,total,82260651.49869059,114238850.40072444
1757,Bordeaux,39823112.57058905,total,85870826.76715156,124201884.94352253
1758,Bordeaux,31759352.620401185,total,89639441.88785599,135033818.7876812
1759,Bordeaux,31879684.77956994,total,93573450.3145621,146810430.65228266
1760,Bordeaux,31965375.94073119,total,97680110.66742177,159614108.09390193
1761,Bordeaux,32110333.543749347,total,101967000.12583642,173534423.87859166
1762,Bordeaux,33747414.055872545,total,106442028.40906352,188668762.62064198
1763,Bordeaux,42108656.50012191,total,111113452.37041323,205123002.0719624
1764,Bordeaux,,total,,
1765,Bordeaux,73105566.7796037,total,,
1766,Bordeaux,73181925.17871957,total,,
1767,Bordeaux,83484634.5525411,total,,
1768,Bordeaux,66384779.23459549,total,,
1769,Bordeaux,115393224.72488971,total,,
1770,Bordeaux,213694561.32338905,total,,
1771,Bordeaux,,total,,
1772,Bordeaux,151582962.59931034,total,,
1773,Bordeaux,144954494.45848155,total,,
1774,Bordeaux,124391553.8938669,total,,
1775,Bordeaux,122460882.93295462,total,,
1776,Bordeaux,143614739.71571714,total,146994067.92532077,170753893.2295039
1777,Bordeaux,217388523.5054081,total,152460513.20064312,183692938.4664771
1778,Bordeaux,200484755.88645342,total,158130245.75395006,197612452.66071984
1779,Bordeaux,,total,164010825.47385004,212586731.8177381
1780,Bordeaux,,total,170110093.38763234,228695701.79638478
1781,Bordeaux,,total,176436182.11630306,246025344.91654214
1782,Bordeaux,,total,182997526.71842384,264668158.89348897
1783,Bordeaux,,total,189802875.93723866,284723650.5484081
1784,Bordeaux,,total,,
1785,Bordeaux,,total,,
1786,Bordeaux,,total,,
1787,Bordeaux,,total,,
1788,Bordeaux,,total,,
1789,Bordeaux,250634332.2362001,total,,
1716,Bordeaux,,imports,,
1717,Bordeaux,,imports,,
1718,Bordeaux,,imports,,
1719,Bordeaux,9791678.362400372,imports,,
1720,Bordeaux,10936540.706481649,imports,,
1721,Bordeaux,9077154.369760234,imports,,
1722,Bordeaux,,imports,,
1723,Bordeaux,14668052.182267152,imports,,
1724,Bordeaux,17797117.214347005,imports,,
1725,Bordeaux,10938507.376547903,imports,,
1726,Bordeaux,8896837.162712835,imports,,
1727,Bordeaux,,imports,,
1728,Bordeaux,9850310.853180638,imports,,
1729,Bordeaux,8232567.90204975,imports,,
1730,Bordeaux,12221406.846492885,imports,,
1731,Bordeaux,9654827.20967151,imports,,
1732,Bordeaux,10587350.326128116,imports,,
1733,Bordeaux,10212315.4198364,imports,,
1734,Bordeaux,9705262.931097303,imports,,
1735,Bordeaux,9054886.508918734,imports,,
1736,Bordeaux,11029223.277512725,imports,,
1737,Bordeaux,12091027.0707861,imports,,
1738,Bordeaux,14163970.340340922,imports,,
1739,Bordeaux,12525634.89416039,imports,,
1740,Bordeaux,15215823.9939525,imports,,
1741,Bordeaux,16893245.116355717,imports,,
1742,Bordeaux,19306091.253180537,imports,,
1743,Bordeaux,22053274.816009477,imports,,
1744,Bordeaux,18768215.945350405,imports,15053888.800480526,15053888.800480526
1745,Bordeaux,17239608.62123866,imports,15337897.180647897,15337897.180647897
1746,Bordeaux,11962451.279120866,imports,15627263.69525311,15627263.69525311
1747,Bordeaux,20593033.58523307,imports,15922089.431470554,15922089.431470554
1748,Bordeaux,12264367.507695038,imports,16222477.383596644,16222477.383596644
1749,Bordeaux,29675317.522572573,imports,,
1750,Bordeaux,25152870.00595,imports,,
1751,Bordeaux,26737232.39556796,imports,,
1752,Bordeaux,26313651.377653956,imports,,
1753,Bordeaux,31241378.94684226,imports,,
1754,Bordeaux,31255901.0252594,imports,,
1755,Bordeaux,28538401.98042751,imports,,
1756,Bordeaux,16705121.158854103,imports,28465768.08316322,30306773.107257813
1757,Bordeaux,11011190.5447474,imports,29448859.763424523,30823049.893489968
1758,Bordeaux,4681610.656391415,imports,30465903.425904665,31348121.470215287
1759,Bordeaux,8256959.730143646,imports,31518071.63377278,31882137.656952836
1760,Bordeaux,8626459.70177719,imports,32606577.445754554,32425250.825401787
1761,Bordeaux,11761993.868604999,imports,33732675.814682,32977615.942917414
1762,Bordeaux,8980650.366498953,imports,34897665.034347124,33539390.616728876
1763,Bordeaux,15484627.192607678,imports,36102888.236320175,34110735.138909064
1764,Bordeaux,,imports,,
1765,Bordeaux,12208544.567678874,imports,,
1766,Bordeaux,25701500.307875685,imports,,
1767,Bordeaux,28239948.84003925,imports,,
1768,Bordeaux,18740052.71038781,imports,,
1769,Bordeaux,59462168.851319335,imports,,
1770,Bordeaux,120965561.67024802,imports,,
1771,Bordeaux,93415459.66051455,imports,,
1772,Bordeaux,71456679.29986116,imports,,
1773,Bordeaux,75613889.3156951,imports,,
1774,Bordeaux,60394667.57609494,imports,,
1775,Bordeaux,47402819.63788839,imports,,
1776,Bordeaux,65286989.572110236,imports,57511566.448113,110572158.92426251
1777,Bordeaux,120227951.69289368,imports,59548271.85092545,128213823.77880245
1778,Bordeaux,132324431.2604504,imports,61657104.81266317,148670196.62011647
1779,Bordeaux,,imports,63840619.647145145,172390360.97385
1780,Bordeaux,32531869.528393723,imports,66101461.1262508,199895051.14215633
1781,Bordeaux,,imports,68442367.68338871,231788084.00539762
1782,Bordeaux,,imports,70866174.73040764,268769614.7549091
1783,Bordeaux,,imports,73375818.09197944,311651507.5633663
1784,Bordeaux,,imports,,
1785,Bordeaux,,imports,,
1786,Bordeaux,,imports,,
1787,Bordeaux,,imports,,
1788,Bordeaux,,imports,,
1789,Bordeaux,119052135.35924602,imports,,
1716,Bordeaux,,exports,,
1717,Bordeaux,,exports,,
1718,Bordeaux,14262815.556561159,exports,,
1719,Bordeaux,,exports,,
1720,Bordeaux,15206806.813749062,exports,,
1721,Bordeaux,15399115.407239664,exports,,
1722,Bordeaux,,exports,,
1723,Bordeaux,26514466.809184358,exports,,
1724,Bordeaux,21206812.2604063,exports,,
1725,Bordeaux,19300528.330985673,exports,,
1726,Bordeaux,13404630.6261943,exports,,
1727,Bordeaux,,exports,,
1728,Bordeaux,12797864.465364542,exports,,
1729,Bordeaux,11980561.67706984,exports,,
1730,Bordeaux,11953634.733028179,exports,,
1731,Bordeaux,3278948.6491952506,exports,,
1732,Bordeaux,9820891.584812682,exports,,
1733,Bordeaux,10180949.478955401,exports,,
1734,Bordeaux,14998338.563887998,exports,,
1735,Bordeaux,10647136.200353172,exports,,
1736,Bordeaux,13543459.9867763,exports,,
1737,Bordeaux,14022030.615056349,exports,,
1738,Bordeaux,21315976.80124198,exports,,
1739,Bordeaux,19023917.57344192,exports,,
1740,Bordeaux,18999669.878392473,exports,,
1741,Bordeaux,,exports,,
1742,Bordeaux,33456233.186252587,exports,,
1743,Bordeaux,39029338.77459609,exports,,
1744,Bordeaux,27751601.82819928,exports,18314607.955363803,18314607.955363803
1745,Bordeaux,20506020.440271348,exports,18588640.710303728,18588640.710303728
1746,Bordeaux,23889601.869079374,exports,18866773.686824385,18866773.686824385
1747,Bordeaux,20968867.665481817,exports,19149068.234588068,19149068.234588068
1748,Bordeaux,19944567.102860287,exports,19435586.62120305,19435586.62120305
1749,Bordeaux,37816378.41211784,exports,,
1750,Bordeaux,33706744.51225,exports,,
1751,Bordeaux,33358046.7643629,exports,,
1752,Bordeaux,66673394.22778104,exports,,
1753,Bordeaux,96906420.09454131,exports,,
1754,Bordeaux,90710855.15237193,exports,,
1755,Bordeaux,41867881.98655157,exports,,
1756,Bordeaux,32235376.16515395,exports,50109284.63233811,84114130.92247677
1757,Bordeaux,28811922.02584165,exports,52430906.70130846,94810427.6065879
1758,Bordeaux,27077741.96400977,exports,54860092.250195086,106866909.09555627
1759,Bordeaux,23622725.049426295,exports,57401824.82148086,120456542.04859142
1760,Bordeaux,23338916.238954,exports,60061318.851031624,135774288.27225086
1761,Bordeaux,20348339.67514435,exports,62844030.36565735,153039901.71326128
1762,Bordeaux,24766763.68937359,exports,65755668.17630365,172501081.12841737
1763,Bordeaux,26624029.30751423,exports,68802205.58984174,194437023.66083226
1764,Bordeaux,68010327.70630482,exports,,
1765,Bordeaux,60897022.211924836,exports,,
1766,Bordeaux,47480424.87084388,exports,,
1767,Bordeaux,55244685.71250185,exports,,
1768,Bordeaux,47644726.52420768,exports,,
1769,Bordeaux,55931055.873570375,exports,,
1770,Bordeaux,92728999.65314104,exports,,
1771,Bordeaux,,exports,,
1772,Bordeaux,80126283.29944919,exports,,
1773,Bordeaux,69340605.14278643,exports,,
1774,Bordeaux,63996886.31777196,exports,,
1775,Bordeaux,75058063.29506624,exports,,
1776,Bordeaux,78327750.14360689,exports,87837051.79002053,76057558.91995628
1777,Bordeaux,97160571.81251444,exports,91177797.17037103,78093241.51310693
1778,Bordeaux,68160324.62600303,exports,94645602.59507652,80183409.20516035
1779,Bordeaux,,exports,98245300.59491211,82329520.29124191
1780,Bordeaux,,exports,101981907.49843399,84533072.09778437
1781,Bordeaux,,exports,105860630.42243624,86795602.02720414
1782,Bordeaux,,exports,109886874.52828705,89118688.63053253
1783,Bordeaux,,exports,114066250.55423923,91503952.70876193
1784,Bordeaux,,exports,,
1785,Bordeaux,,exports,,
1786,Bordeaux,,exports,,
1787,Bordeaux,,exports,,
1788,Bordeaux,,exports,,
1789,Bordeaux,131582196.8769541,exports,,
1716,Bordeaux,,total_no_colonial_product,,
1717,Bordeaux,,total_no_colonial_product,,
1718,Bordeaux,,total_no_colonial_product,,
1719,Bordeaux,,total_no_colonial_product,,
1720,Bordeaux,19327959.2132106,total_no_colonial_product,,
1721,Bordeaux,19065360.84728122,total_no_colonial_product,,
1722,Bordeaux,,total_no_colonial_product,,
1723,Bordeaux,33660074.06066926,total_no_colonial_product,,
1724,Bordeaux,33375066.42629706,total_no_colonial_product,,
1725,Bordeaux,25353585.699448574,total_no_colonial_product,,
1726,Bordeaux,16788299.121854134,total_no_colonial_product,,
1727,Bordeaux,,total_no_colonial_product,,
1728,Bordeaux,17091138.45260873,total_no_colonial_product,,
1729,Bordeaux,14047744.932023587,total_no_colonial_product,,
1730,Bordeaux,17214651.982300512,total_no_colonial_product,,
1731,Bordeaux,8379036.28179501,total_no_colonial_product,,
1732,Bordeaux,14363033.274310296,total_no_colonial_product,,
1733,Bordeaux,13188943.700486299,total_no_colonial_product,,
1734,Bordeaux,18410735.781683803,total_no_colonial_product,,
1735,Bordeaux,13467867.915812407,total_no_colonial_product,,
1736,Bordeaux,17013653.041794024,total_no_colonial_product,,
1737,Bordeaux,19015254.992654398,total_no_colonial_product,,
1738,Bordeaux,23901852.03827732,total_no_colonial_product,,
1739,Bordeaux,19484527.095579814,total_no_colonial_product,,
1740,Bordeaux,21168690.995450623,total_no_colonial_product,,
1741,Bordeaux,,total_no_colonial_product,,
1742,Bordeaux,34951524.60524518,total_no_colonial_product,,
1743,Bordeaux,39163301.752728835,total_no_colonial_product,,
1744,Bordeaux,25768339.19805635,total_no_colonial_product,21065267.171610594,21065267.171610594
1745,Bordeaux,21657644.99917772,total_no_colonial_product,21196814.40716757,21196814.40716757
1746,Bordeaux,23487910.349078428,total_no_colonial_product,21329183.12175169,21329183.12175169
1747,Bordeaux,17008904.476898536,total_no_colonial_product,21462378.445290536,21462378.445290536
1748,Bordeaux,19988647.22155146,total_no_colonial_product,21596405.539746784,21596405.539746784
1749,Bordeaux,39217018.244778186,total_no_colonial_product,,
1750,Bordeaux,32360989.41389,total_no_colonial_product,,
1751,Bordeaux,36672930.18995942,total_no_colonial_product,,
1752,Bordeaux,57185673.23863688,total_no_colonial_product,,
1753,Bordeaux,77803153.54717268,total_no_colonial_product,,
1754,Bordeaux,66310170.35933566,total_no_colonial_product,,
1755,Bordeaux,34930179.671590865,total_no_colonial_product,,
1756,Bordeaux,24717653.891584866,total_no_colonial_product,44912213.548726775,60650773.674595304
1757,Bordeaux,29760802.33692637,total_no_colonial_product,46374852.2860421,64769443.8704954
1758,Bordeaux,30521420.05424381,total_no_colonial_product,47885124.21501828,69167804.5493837
1759,Bordeaux,30487823.266116474,total_no_colonial_product,49444580.5874381,73864848.92085092
1760,Bordeaux,29107079.0354503,total_no_colonial_product,51054823.17410184,78880859.98457246
1761,Bordeaux,28476337.69468049,total_no_colonial_product,52717505.91006203,84237498.11731091
1762,Bordeaux,28325568.2249012,total_no_colonial_product,54434336.59343579,89957894.60779068
1763,Bordeaux,29538789.618085355,total_no_colonial_product,56207078.639544025,96066751.54331602
1764,Bordeaux,,total_no_colonial_product,,
1765,Bordeaux,46128394.73256859,total_no_colonial_product,,
1766,Bordeaux,47958470.483713806,total_no_colonial_product,,
1767,Bordeaux,41453650.0629854,total_no_colonial_product,,
1768,Bordeaux,35251726.49073143,total_no_colonial_product,,
1769,Bordeaux,48318279.142484,total_no_colonial_product,,
1770,Bordeaux,92374263.95316303,total_no_colonial_product,,
1771,Bordeaux,,total_no_colonial_product,,
1772,Bordeaux,67076361.160788044,total_no_colonial_product,,
1773,Bordeaux,66530868.97102955,total_no_colonial_product,,
1774,Bordeaux,47560379.24970479,total_no_colonial_product,,
1775,Bordeaux,39606589.29155147,total_no_colonial_product,,
1776,Bordeaux,45203182.21892609,total_no_colonial_product,63454492.750135005,57045068.19117637
1777,Bordeaux,59057810.17789017,total_no_colonial_product,65067025.05446067,58084423.392243005
1778,Bordeaux,44156878.57935423,total_no_colonial_product,66720535.70909373,59142715.53682224
1779,Bordeaux,,total_no_colonial_product,68416066.07313666,60220289.65405169
1780,Bordeaux,,total_no_colonial_product,70154683.96914965,61317497.059465215
1781,Bordeaux,,total_no_colonial_product,71937484.35564822,62434695.46952911
1782,Bordeaux,,total_no_colonial_product,73765590.01669495,63572249.11826511
1783,Bordeaux,,total_no_colonial_product,75640152.26901568,64730528.87600222
1784,Bordeaux,,total_no_colonial_product,,
1785,Bordeaux,,total_no_colonial_product,,
1786,Bordeaux,,total_no_colonial_product,,
1787,Bordeaux,,total_no_colonial_product,,
1788,Bordeaux,,total_no_colonial_product,,
1789,Bordeaux,109222850.736045,total_no_colonial_product,,
1716,Bordeaux,,total_no_colonial_trade,,
1717,Bordeaux,,total_no_colonial_trade,,
1718,Bordeaux,,total_no_colonial_trade,,
1719,Bordeaux,,total_no_colonial_trade,,
1720,Bordeaux,6802349.392124756,total_no_colonial_trade,,
1721,Bordeaux,8433872.90263811,total_no_colonial_trade,,
1722,Bordeaux,,total_no_colonial_trade,,
1723,Bordeaux,14005868.5914938,total_no_colonial_trade,,
1724,Bordeaux,25135067.53221588,total_no_colonial_trade,,
