year,data_type,value,kind,slope,reg_point,peace_reg_memory,peace_reg,direction_ferme,column_order,avg_loss_mem,avg_loss_no_mem
1780,trade,19624503.716763504,total_no_colonial_product,Bayonne +0.3%/an,16854066.12622462,13349802.048229951,9061163.099810928,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1781,trade,,total_no_colonial_product,Bayonne +0.3%/an,16909378.59962892,13300534.757081276,8698976.314508265,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1782,trade,,total_no_colonial_product,Bayonne +0.3%/an,16964872.60013127,13251449.286304746,8351266.618515422,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1783,trade,,total_no_colonial_product,Bayonne +0.3%/an,17020548.723475836,13202544.964894464,8017455.343246725,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1784,trade,,total_no_colonial_product,Bayonne +0.3%/an,17076407.567362126,,,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1785,trade,,total_no_colonial_product,Bayonne +0.3%/an,17132449.73145101,,,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1786,trade,,total_no_colonial_product,Bayonne +0.3%/an,17188675.817371424,,,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1787,trade,,total_no_colonial_product,Bayonne +0.3%/an,17245086.4287267,,,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1788,trade,,total_no_colonial_product,Bayonne +0.3%/an,17301682.17110128,,,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1789,trade,24135246.207829148,total_no_colonial_product,Bayonne +0.3%/an,17358463.652066853,,,Bayonne,5,Perte memoire31.5%,Perte 49.0%
1716,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8428009.904874878,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1717,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8470915.26914978,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1718,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8514039.056315059,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1719,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8557382.378319317,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1720,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8600946.35277182,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1721,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8644732.102971416,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1722,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8688740.757935429,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1723,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8732973.452428795,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1724,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8777431.326993322,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1725,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8822115.527977085,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1726,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8867027.207564004,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1727,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8912167.523803556,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1728,trade,,total_no_colonial_trade,Bayonne +0.5%/an,8957537.640640562,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1729,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9003138.727945367,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1730,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9048971.961543808,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1731,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9095038.523247622,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1732,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9141339.600884983,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1733,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9187876.388331072,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1734,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9234650.085538788,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1735,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9281661.898569759,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1736,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9328913.039625539,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1737,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9376404.727078663,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1738,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9424138.185504168,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1739,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9472114.645711226,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1740,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9520335.344774825,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1741,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9568801.526067596,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1742,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9617514.439291934,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1743,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9666475.340512328,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1744,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9715685.492187552,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1745,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9765146.163203306,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1746,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9814858.628905015,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1747,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9864824.171130637,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1748,trade,,total_no_colonial_trade,Bayonne +0.5%/an,9915044.078243649,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1749,trade,11030525.061095228,total_no_colonial_trade,Bayonne +0.5%/an,9965519.645166337,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1750,trade,13623254.180799998,total_no_colonial_trade,Bayonne +0.5%/an,10016252.173413295,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1751,trade,15033397.056981536,total_no_colonial_trade,Bayonne +0.5%/an,10067242.971124763,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1752,trade,11470318.401993232,total_no_colonial_trade,Bayonne +0.5%/an,10118493.353100473,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1753,trade,8354569.901693509,total_no_colonial_trade,Bayonne +0.5%/an,10170004.640833616,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1754,trade,11083195.916644104,total_no_colonial_trade,Bayonne +0.5%/an,10221778.162544854,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1755,trade,11198336.659063749,total_no_colonial_trade,Bayonne +0.5%/an,10273815.253216485,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1756,trade,6326934.856323342,total_no_colonial_trade,Bayonne +0.5%/an,10326117.254626945,10048007.144131737,10048007.144131737,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1757,trade,9782492.759856459,total_no_colonial_trade,Bayonne +0.5%/an,10378685.515385514,9711123.57535645,9711123.57535645,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1758,trade,7109123.3390406,total_no_colonial_trade,Bayonne +0.5%/an,10431521.390966872,9385534.837216018,9385534.837216018,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1759,trade,9834193.792521296,total_no_colonial_trade,Bayonne +0.5%/an,10484626.243746152,9070862.243390016,9070862.243390016,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1760,trade,9336532.650077432,total_no_colonial_trade,Bayonne +0.5%/an,10538001.443034157,8766739.803926297,8766739.803926297,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1761,trade,12331056.959006818,total_no_colonial_trade,Bayonne +0.5%/an,10591648.365112577,8472813.799564736,8472813.799564736,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1762,trade,16314871.413473248,total_no_colonial_trade,Bayonne +0.5%/an,10645568.393269416,8188742.370332776,8188742.370332776,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1763,trade,10687733.208918752,total_no_colonial_trade,Bayonne +0.5%/an,10699762.91783473,7914195.11793455,7914195.11793455,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1764,trade,13107959.202115284,total_no_colonial_trade,Bayonne +0.5%/an,10754233.336216584,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1765,trade,13747589.50330339,total_no_colonial_trade,Bayonne +0.5%/an,10808981.052936867,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1766,trade,10278198.891821126,total_no_colonial_trade,Bayonne +0.5%/an,10864007.479667613,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1767,trade,11510302.465596821,total_no_colonial_trade,Bayonne +0.5%/an,10919314.035267485,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1768,trade,4506196.908521241,total_no_colonial_trade,Bayonne +0.5%/an,10974902.145818278,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1769,trade,13346173.770038698,total_no_colonial_trade,Bayonne +0.5%/an,11030773.244661616,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1770,trade,9074784.10517896,total_no_colonial_trade,Bayonne +0.5%/an,11086928.772435987,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1771,trade,9367509.497662019,total_no_colonial_trade,Bayonne +0.5%/an,11143370.17711401,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1772,trade,10577045.4742607,total_no_colonial_trade,Bayonne +0.5%/an,11200098.91403953,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1773,trade,8630619.87742167,total_no_colonial_trade,Bayonne +0.5%/an,11257116.445965266,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1774,trade,9486904.817442743,total_no_colonial_trade,Bayonne +0.5%/an,11314424.24309061,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1775,trade,,total_no_colonial_trade,Bayonne +0.5%/an,11372023.78309945,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1776,trade,11629745.573351162,total_no_colonial_trade,Bayonne +0.5%/an,11429916.551198201,9102978.039401073,8164251.493026018,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1777,trade,,total_no_colonial_trade,Bayonne +0.5%/an,11488104.040154172,9006064.098314527,7937041.768015481,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1778,trade,8560296.171448318,total_no_colonial_trade,Bayonne +0.5%/an,11546587.750334142,8910181.941764489,7716155.250856027,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1779,trade,20570532.67535212,total_no_colonial_trade,Bayonne +0.5%/an,11605369.189743007,8815320.584960494,7501415.967752952,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1780,trade,13661573.939025719,total_no_colonial_trade,Bayonne +0.5%/an,11664449.87406238,8721469.16006067,7292652.842231999,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1781,trade,,total_no_colonial_trade,Bayonne +0.5%/an,11723831.326690162,8628616.914926412,7089699.558848133,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1782,trade,,total_no_colonial_trade,Bayonne +0.5%/an,11783515.078779534,8536753.211890796,6892394.430686757,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1783,trade,,total_no_colonial_trade,Bayonne +0.5%/an,11843502.669278398,8445867.526539631,6700580.270552347,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1784,trade,,total_no_colonial_trade,Bayonne +0.5%/an,11903795.644969145,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1785,trade,,total_no_colonial_trade,Bayonne +0.5%/an,11964395.56050861,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1786,trade,,total_no_colonial_trade,Bayonne +0.5%/an,12025303.97846814,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1787,trade,,total_no_colonial_trade,Bayonne +0.5%/an,12086522.469373567,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1788,trade,,total_no_colonial_trade,Bayonne +0.5%/an,12148052.611746218,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1789,trade,16850744.46,total_no_colonial_trade,Bayonne +0.5%/an,12209895.992143333,,,Bayonne,5,Perte memoire29.0%,Perte 37.4%
1716,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4531493.376600119,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1717,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4549327.765657868,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1718,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4567232.344696402,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1719,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4585207.389959199,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1720,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4603253.178776906,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1721,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4621369.989571678,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1722,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4639558.101861421,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1723,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4657817.7962641325,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1724,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4676149.354502227,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1725,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4694553.059406871,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1726,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4713029.194922384,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1727,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4731578.046110555,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1728,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4750199.899155114,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1729,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4768895.041366085,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1730,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4787663.761184254,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1731,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4806506.348185608,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1732,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4825423.093085807,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1733,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4844414.287744657,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1734,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4863480.225170641,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1735,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4882621.199525422,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1736,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4901837.506128364,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1737,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4921129.441461116,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1738,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4940497.303172173,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1739,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4959941.390081475,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1740,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4979462.002185,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1741,trade,,imports_no_colonial_product,Bayonne +0.4%/an,4999059.440659438,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1742,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5018734.00786677,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1743,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5038486.007359001,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1744,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5058315.743882788,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1745,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5078223.523384173,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1746,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5098209.653013298,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1747,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5118274.441129128,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1748,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5138418.197304254,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1749,trade,5515262.530547614,imports_no_colonial_product,Bayonne +0.4%/an,5158641.2323296,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1750,trade,6811627.090399999,imports_no_colonial_product,Bayonne +0.4%/an,5178943.858219288,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1751,trade,7516698.528490768,imports_no_colonial_product,Bayonne +0.4%/an,5199326.3882153975,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1752,trade,5735159.200996616,imports_no_colonial_product,Bayonne +0.4%/an,5219789.136792827,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1753,trade,4254871.700846754,imports_no_colonial_product,Bayonne +0.4%/an,5240332.419664141,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1754,trade,5607412.158552832,imports_no_colonial_product,Bayonne +0.4%/an,5260956.553784425,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1755,trade,5949910.367980328,imports_no_colonial_product,Bayonne +0.4%/an,5281661.857356226,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1756,trade,3924407.6782068713,imports_no_colonial_product,Bayonne +0.4%/an,5302448.649834381,5255441.256774389,5255441.256774389,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1757,trade,5012054.379928229,imports_no_colonial_product,Bayonne +0.4%/an,5323317.251931034,5120089.923046211,5120089.923046211,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1758,trade,3554561.6695203,imports_no_colonial_product,Bayonne +0.4%/an,5344267.985620509,4988224.497093784,4988224.497093784,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1759,trade,4933805.896260648,imports_no_colonial_product,Bayonne +0.4%/an,5365301.174144319,4859755.201057619,4859755.201057619,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1760,trade,4820746.325038716,imports_no_colonial_product,Bayonne +0.4%/an,5386417.142016147,4734594.569263341,4734594.569263341,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1761,trade,6168488.479503409,imports_no_colonial_product,Bayonne +0.4%/an,5407616.215026847,4612657.388672475,4612657.388672475,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1762,trade,9150501.706736624,imports_no_colonial_product,Bayonne +0.4%/an,5428898.720249463,4493860.640866947,4493860.640866947,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1763,trade,5519893.104585826,imports_no_colonial_product,Bayonne +0.4%/an,5450264.986044314,4378123.445527572,4378123.445527572,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1764,trade,6643853.751051952,imports_no_colonial_product,Bayonne +0.4%/an,5471715.342063995,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1765,trade,7078135.752759695,imports_no_colonial_product,Bayonne +0.4%/an,5493250.119258537,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1766,trade,5217394.446202063,imports_no_colonial_product,Bayonne +0.4%/an,5514869.649880446,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1767,trade,5768971.23279611,imports_no_colonial_product,Bayonne +0.4%/an,5536574.26748987,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1768,trade,2253261.4542606203,imports_no_colonial_product,Bayonne +0.4%/an,5558364.306959732,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1769,trade,6698594.885198349,imports_no_colonial_product,Bayonne +0.4%/an,5580240.104480892,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1770,trade,4564002.05259678,imports_no_colonial_product,Bayonne +0.4%/an,5602201.99756737,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1771,trade,4686539.7488310095,imports_no_colonial_product,Bayonne +0.4%/an,5624250.32506148,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1772,trade,5294044.7371346,imports_no_colonial_product,Bayonne +0.4%/an,5646385.427139147,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1773,trade,4323016.038751706,imports_no_colonial_product,Bayonne +0.4%/an,5668607.645315081,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1774,trade,4765611.408721372,imports_no_colonial_product,Bayonne +0.4%/an,5690917.322448082,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1775,trade,4471157.12116435,imports_no_colonial_product,Bayonne +0.4%/an,5713314.802746327,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1776,trade,5843292.286714618,imports_no_colonial_product,Bayonne +0.4%/an,5735800.431772662,4552299.0369084375,4151361.170300549,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1777,trade,6314869.7217075545,imports_no_colonial_product,Bayonne +0.4%/an,5758374.556449987,4501319.935665669,4038974.8065355998,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1778,trade,4488681.835764159,imports_no_colonial_product,Bayonne +0.4%/an,5781037.525066523,4450911.725909257,3929630.9857443995,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1779,trade,10447293.337411059,imports_no_colonial_product,Bayonne +0.4%/an,5803789.687281276,4401068.014488259,3823247.3396802074,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1780,trade,6874541.969512859,imports_no_colonial_product,Bayonne +0.4%/an,5826631.394129358,4351782.479845685,3719743.729983517,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1781,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5849562.998027446,4303048.8712167535,3619042.1878143856,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1782,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5872584.852779202,4254861.007836103,3521066.8551186128,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1783,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5895697.313580743,4207212.778153966,3425743.927484394,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1784,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5918900.737026099,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1785,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5942195.481112765,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1786,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5965581.905247148,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1787,trade,,imports_no_colonial_product,Bayonne +0.4%/an,5989060.370250196,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1788,trade,,imports_no_colonial_product,Bayonne +0.4%/an,6012631.238362891,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1789,trade,8485059.23,imports_no_colonial_product,Bayonne +0.4%/an,6036294.8732518805,,,Bayonne,5,Perte memoire28.9%,Perte 36.9%
1716,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9703623.098197602,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1717,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9718355.1312521,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1718,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9733109.530467749,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1719,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9747886.32980083,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1720,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9762685.563259153,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1721,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9777507.264902256,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1722,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9792351.46884129,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1723,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9807218.209239218,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1724,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9822107.520310843,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1725,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9837019.436323013,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1726,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9851953.991594497,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1727,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9866911.220496198,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1728,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9881891.157451209,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1729,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9896893.836934872,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1730,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9911919.293474847,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1731,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9926967.561651312,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1732,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9942038.676096838,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1733,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9957132.671496617,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1734,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9972249.582588494,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1735,trade,,exports_no_colonial_product,Bayonne +0.2%/an,9987389.444163019,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1736,trade,,exports_no_colonial_product,Bayonne +0.2%/an,10002552.291063668,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1737,trade,,exports_no_colonial_product,Bayonne +0.2%/an,10017738.15818671,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1738,trade,,exports_no_colonial_product,Bayonne +0.2%/an,10032947.08048143,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1739,trade,,exports_no_colonial_product,Bayonne +0.2%/an,10048179.09295017,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1740,trade,,exports_no_colonial_product,Bayonne +0.2%/an,10063434.23064838,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1741,trade,,exports_no_colonial_product,Bayonne +0.2%/an,10078712.528684836,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1742,trade,,exports_no_colonial_product,Bayonne +0.2%/an,10094014.02222151,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1743,trade,,exports_no_colonial_product,Bayonne +0.2%/an,10109338.746473791,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
1744,trade,,exports_no_colonial_product,Bayonne +0.2%/an,10124686.736710537,,,Bayonne,5,Perte memoire31.3%,Perte 52.7%
