direction,year,indice
Nantes,1715,
Nantes,1716,
Nantes,1719,
Nantes,1782,
Nantes,1783,
Nantes,1784,
Nantes,1785,
Nantes,1786,
Nantes,1787,
Nantes,1788,
Nantes,1789,0.15998648838608392
Nantes,1790,
Nantes,1749,0.17950290018343193
Nantes,1750,0.1786780892888929
Nantes,1799,
Nantes,1800,
Nantes,1801,
Nantes,1814,
Nantes,1815,
Nantes,1726,
Nantes,1729,
Nantes,1733,
Nantes,1736,0.10146651180034097
Nantes,1757,0.11241005229914112
Nantes,1758,0.16891662489654594
Nantes,1759,0.1832526241132823
Nantes,1760,0.16569718148883358
Nantes,1780,
Nantes,1756,0.1159337992846584
Nantes,1797,
Nantes,1798,
Nantes,1816,
Nantes,1817,
Nantes,1744,0.1316205836625463
Nantes,1745,0.12927720229769255
Nantes,1746,0.1085580530817141
Nantes,1743,0.07655096157655847
Nantes,1803,
Nantes,1805,
Nantes,1820,
Nantes,1821,
Nantes,1804,
Nantes,1792,
Nantes,1727,
Nantes,1748,
Nantes,1806,
Nantes,1807,
Nantes,1808,
Nantes,1818,
Nantes,1819,
Nantes,1725,
Nantes,1802,
Nantes,1718,
Nantes,1720,
Nantes,1721,
Nantes,1723,
Nantes,1724,
Nantes,1809,
Nantes,1810,
Nantes,1811,
Nantes,1812,
Nantes,1717,
Nantes,1722,
Nantes,1781,
Nantes,1813,
Nantes,1822,
Nantes,1823,
La Rochelle,1768,0.11543471239965462
La Rochelle,1769,0.09970280377152814
La Rochelle,1770,0.09336577965988511
La Rochelle,1771,0.09381763696897062
La Rochelle,1772,0.0768070598179995
La Rochelle,1773,0.07400492364407789
La Rochelle,1774,0.05866947801119606
La Rochelle,1775,0.0801591361546224
La Rochelle,1776,0.08569954541110894
La Rochelle,1777,
La Rochelle,1778,0.0985985288306768
La Rochelle,1779,0.13967998199654771
La Rochelle,1761,0.4371242856790025
La Rochelle,1762,0.5900091933815579
La Rochelle,1763,
La Rochelle,1764,
La Rochelle,1765,0.15237311626502875
La Rochelle,1766,0.14060797621308152
La Rochelle,1767,0.12205434421029522
La Rochelle,1740,0.1337846883608417
La Rochelle,1741,0.0959997422563637
La Rochelle,1742,
La Rochelle,1751,0.10505888329446941
La Rochelle,1752,0.08700136074602899
La Rochelle,1753,0.11339497603337796
La Rochelle,1754,0.0796837391023679
La Rochelle,1755,
La Rochelle,1737,0.13490003779254328
La Rochelle,1738,0.10674134214213613
La Rochelle,1739,0.12774587564776688
La Rochelle,1728,0.1437432673467768
La Rochelle,1730,0.10839082531936715
La Rochelle,1731,0.10807027391395621
La Rochelle,1732,0.103449675590765
La Rochelle,1734,0.1381888418529316
La Rochelle,1735,0.12452478808925149
La Rochelle,1714,
La Rochelle,1747,0.08934628846286166
La Rochelle,1709,
La Rochelle,1715,
La Rochelle,1716,
La Rochelle,1719,0.15512832494124568
La Rochelle,1782,
La Rochelle,1783,
La Rochelle,1784,
La Rochelle,1785,
La Rochelle,1786,
La Rochelle,1787,
La Rochelle,1788,
La Rochelle,1789,0.2372572195962676
La Rochelle,1790,
La Rochelle,1749,0.14011239147569748
La Rochelle,1750,0.1024624101319778
La Rochelle,1799,
La Rochelle,1800,
La Rochelle,1801,
La Rochelle,1814,
La Rochelle,1815,
La Rochelle,1726,0.128639168841805
La Rochelle,1729,0.12600543067095488
La Rochelle,1733,0.10271968305073594
La Rochelle,1736,0.1138106711503903
La Rochelle,1757,0.10649822909570532
La Rochelle,1758,0.1798827292320584
La Rochelle,1759,0.31723477911852316
La Rochelle,1760,0.3636466628350624
La Rochelle,1780,0.2178028337177506
La Rochelle,1756,0.09845633400375894
La Rochelle,1797,
La Rochelle,1798,
La Rochelle,1816,
La Rochelle,1817,
La Rochelle,1744,0.18660675577761796
La Rochelle,1745,
La Rochelle,1746,0.09541103156067073
La Rochelle,1743,
La Rochelle,1803,
La Rochelle,1805,
La Rochelle,1820,
La Rochelle,1821,
La Rochelle,1804,
La Rochelle,1792,
La Rochelle,1727,0.14740074216285526
La Rochelle,1748,0.14400426573595115
La Rochelle,1806,
La Rochelle,1807,
La Rochelle,1808,
La Rochelle,1818,
La Rochelle,1819,
La Rochelle,1725,0.2765871025098977
La Rochelle,1802,
La Rochelle,1718,0.12723265214280766
La Rochelle,1720,0.18045578329635423
La Rochelle,1721,0.19922121054777328
La Rochelle,1723,0.13281774977681468
La Rochelle,1724,0.21064760330036245
La Rochelle,1809,
La Rochelle,1810,
La Rochelle,1811,
La Rochelle,1812,
La Rochelle,1717,
La Rochelle,1722,0.1719786642762538
La Rochelle,1781,
La Rochelle,1813,
La Rochelle,1822,
La Rochelle,1823,
Bayonne,1768,0.08712046777421445
Bayonne,1769,0.06934838388987069
Bayonne,1770,0.08207516879754845
Bayonne,1771,0.0714786132065994
Bayonne,1772,0.07003394406311314
Bayonne,1773,0.07895128359410886
Bayonne,1774,0.0767335136138386
Bayonne,1775,
Bayonne,1776,0.05708270767592376
Bayonne,1777,
Bayonne,1778,0.06633021033635984
Bayonne,1779,0.09195958271555846
Bayonne,1761,0.0618284903547929
Bayonne,1762,0.06979595130822687
Bayonne,1763,0.0700207219980128
Bayonne,1764,0.0558732609945925
Bayonne,1765,0.15115065324800078
Bayonne,1766,0.07785584006954077
Bayonne,1767,0.08370640234688322
Bayonne,1740,
Bayonne,1741,
Bayonne,1742,
Bayonne,1751,0.06611648901093123
Bayonne,1752,0.05364321472033352
Bayonne,1753,0.056140436029710805
Bayonne,1754,0.05511563668715337
Bayonne,1755,0.05248661160388
Bayonne,1737,
Bayonne,1738,
Bayonne,1739,
Bayonne,1728,
Bayonne,1730,
Bayonne,1731,
Bayonne,1732,
Bayonne,1734,
Bayonne,1735,
Bayonne,1714,
Bayonne,1747,0.06723077518105472
Bayonne,1709,
Bayonne,1715,
Bayonne,1716,
Bayonne,1719,
Bayonne,1782,
Bayonne,1783,
Bayonne,1784,
Bayonne,1785,
Bayonne,1786,
Bayonne,1787,
Bayonne,1788,
Bayonne,1789,0.05187351022552995
Bayonne,1790,
Bayonne,1749,0.059188034556191
Bayonne,1750,0.05647503404765598
Bayonne,1799,
Bayonne,1800,
Bayonne,1801,
Bayonne,1814,
Bayonne,1815,
Bayonne,1726,
Bayonne,1729,
Bayonne,1733,
Bayonne,1736,
Bayonne,1757,0.04564835655801259
Bayonne,1758,0.06476559950842557
Bayonne,1759,0.08220710726549525
Bayonne,1760,0.06560620420190656
Bayonne,1780,0.11188340843079793
Bayonne,1756,0.05424054047260762
Bayonne,1797,
Bayonne,1798,
Bayonne,1816,
Bayonne,1817,
Bayonne,1744,
Bayonne,1745,
Bayonne,1746,0.11414350677521601
Bayonne,1743,
Bayonne,1803,
Bayonne,1805,
Bayonne,1820,
Bayonne,1821,
Bayonne,1804,
Bayonne,1792,
Bayonne,1727,
Bayonne,1748,0.07011080622607424
Bayonne,1806,
Bayonne,1807,
Bayonne,1808,
Bayonne,1818,
Bayonne,1819,
Bayonne,1725,
Bayonne,1802,
Bayonne,1718,
Bayonne,1720,
Bayonne,1721,
Bayonne,1723,
Bayonne,1724,
Bayonne,1809,
Bayonne,1810,
Bayonne,1811,
Bayonne,1812,
Bayonne,1717,
Bayonne,1722,
Bayonne,1781,
Bayonne,1813,
Bayonne,1822,
Bayonne,1823,
