year,partner,value,serie
1776,Nord,6210.0,imports blé
1777,Nord,57550.000971,imports blé
1778,Nord,372660.0,imports blé
1779,Nord,892730.0,imports blé
1780,Nord,385320.0,imports blé
1787,Nord,1200.0,imports blé
1789,Nord,42756.0,imports blé
1750,Nord,283525.0,imports blé
1743,Portugal,6930.0,imports blé
1756,Portugal,30000.0,imports blé
1744,Angleterre,22284.0,imports blé
1748,Angleterre,1287840.0,imports blé
1749,Angleterre,9270994.0,imports blé
1751,Angleterre,3582225.0,imports blé
1752,Angleterre,2022672.0,imports blé
1753,Angleterre,620220.0,imports blé
1754,Angleterre,130100.0,imports blé
1755,Angleterre,407968.0,imports blé
1763,Angleterre,28320.0,imports blé
1764,Angleterre,170625.0,imports blé
1765,Angleterre,76500.0,imports blé
1766,Angleterre,506380.0,imports blé
1767,Angleterre,378696.0,imports blé
1768,Angleterre,34800.0,imports blé
1769,Angleterre,5400.0,imports blé
1770,Angleterre,124250.0,imports blé
1771,Angleterre,195300.0,imports blé
1772,Angleterre,59160.0,imports blé
1773,Angleterre,25884.0,imports blé
1774,Angleterre,483690.0000048,imports blé
1775,Angleterre,44645.5018167,imports blé
1776,Angleterre,66630.0,imports blé
1777,Angleterre,41580.0,imports blé
1778,Angleterre,36000.0,imports blé
1787,Angleterre,156000.0,imports blé
1750,Angleterre,5747425.0,imports blé
1777,Amériques,1230.0,imports blé
1787,Flandre et autres états de l'Empereur,192300.0,imports blé
1787,États-Unis d'Amérique,586680.0,imports blé
1789,États-Unis d'Amérique,335676.0,imports blé
1725,Espagne,171.08,exports blé
1739,Espagne,299928.0,exports blé
1740,Espagne,153893.0,exports blé
1741,Espagne,9769.0,exports blé
1743,Espagne,5100.0,exports blé
1744,Espagne,5022.0,exports blé
1745,Espagne,93005.9999688,exports blé
1746,Espagne,1525.0,exports blé
1747,Espagne,15573.959996868,exports blé
1749,Espagne,910537.75,exports blé
1751,Espagne,1072330.0,exports blé
1752,Espagne,738700.0,exports blé
1755,Espagne,257573.0000005,exports blé
1756,Espagne,92076.0,exports blé
1759,Espagne,9450.0,exports blé
1760,Espagne,79633.300009026,exports blé
1761,Espagne,160634.0,exports blé
1762,Espagne,508608.0,exports blé
1763,Espagne,1173294.79999923,exports blé
1764,Espagne,1573182.600000852,exports blé
1765,Espagne,3648070.0,exports blé
1766,Espagne,1410060.0,exports blé
1768,Espagne,1629823.0,exports blé
1769,Espagne,1146363.0,exports blé
1770,Espagne,457737.0,exports blé
1772,Espagne,1026368.0,exports blé
1773,Espagne,534339.0,exports blé
1774,Espagne,315650.005325,exports blé
1775,Espagne,706718.4010034001,exports blé
1776,Espagne,1659327.50213715,exports blé
1777,Espagne,1304845.7,exports blé
1778,Espagne,475410.0,exports blé
1779,Espagne,400.0,exports blé
1780,Espagne,696120.0,exports blé
1789,Espagne,1233663.87,exports blé
1750,Espagne,1326632.0,exports blé
1725,Italie,5600.0,exports blé
1726,Italie,16.0,exports blé
1728,Italie,50.0,exports blé
1729,Italie,1801.19999998,exports blé
1730,Italie,146.5,exports blé
1739,Italie,154679.0,exports blé
1740,Italie,228431.75,exports blé
1741,Italie,504023.875,exports blé
1743,Italie,1345688.25,exports blé
1744,Italie,687458.5,exports blé
1745,Italie,914477.875,exports blé
1746,Italie,804035.75,exports blé
1747,Italie,120960.625,exports blé
1749,Italie,721066.7499975399,exports blé
1751,Italie,936792.2499998,exports blé
1752,Italie,619174.01,exports blé
1755,Italie,1383456.000001,exports blé
1756,Italie,613218.0000006,exports blé
1759,Italie,22782.999999975,exports blé
1760,Italie,37994.750002400004,exports blé
1761,Italie,288706.0,exports blé
1762,Italie,86029.050000501,exports blé
1763,Italie,301282.0000052,exports blé
1764,Italie,4708664.500033099,exports blé
1765,Italie,668383.950012765,exports blé
1766,Italie,2146165.50000711,exports blé
1767,Italie,2956299.90010815,exports blé
1768,Italie,1117443.3000637859,exports blé
1769,Italie,316587.50000415,exports blé
1770,Italie,86151.00000192,exports blé
1772,Italie,325891.0,exports blé
1773,Italie,1091818.0,exports blé
1774,Italie,1122049.9557718693,exports blé
1775,Italie,387049.00062604004,exports blé
1776,Italie,176947.40026296003,exports blé
1777,Italie,88515.00025050002,exports blé
1778,Italie,193267.50001385,exports blé
1779,Italie,532232.50002525,exports blé
1780,Italie,455770.0,exports blé
1789,Italie,95653.0,exports blé
1750,Italie,841132.6999999,exports blé
1740,Portugal,50002.0,exports blé
1741,Portugal,30200.0,exports blé
1745,Portugal,4860.0,exports blé
1751,Portugal,28350.0,exports blé
1752,Portugal,31300.0,exports blé
1760,Portugal,29900.0,exports blé
1761,Portugal,9900.0,exports blé
1762,Portugal,43200.0,exports blé
1767,Portugal,20490.0,exports blé
1768,Portugal,34400.0,exports blé
1770,Portugal,7500.0,exports blé
1772,Portugal,430641.0,exports blé
1776,Portugal,53362.50025725,exports blé
1779,Portugal,37635.0,exports blé
1780,Portugal,460182.0,exports blé
1741,Levant et Barbarie,25750.0,exports blé
1743,Levant et Barbarie,900.0,exports blé
1755,Levant et Barbarie,4532.0,exports blé
1756,Levant et Barbarie,9480.0,exports blé
1760,Levant et Barbarie,60.0,exports blé
1761,Levant et Barbarie,880.0,exports blé
1763,Levant et Barbarie,1345.8,exports blé
1764,Levant et Barbarie,543630.0,exports blé
1766,Levant et Barbarie,10440.0,exports blé
1767,Levant et Barbarie,9762.0000054,exports blé
1769,Levant et Barbarie,72960.0,exports blé
1772,Levant et Barbarie,106884.0,exports blé
1773,Levant et Barbarie,807660.0,exports blé
1774,Levant et Barbarie,181250.5014167,exports blé
1775,Levant et Barbarie,58825.50046667,exports blé
1777,Levant et Barbarie,111840.0,exports blé
1778,Levant et Barbarie,41600.0,exports blé
1789,Levant et Barbarie,16162.5,exports blé
1743,Angleterre,66.0000007,exports blé
1744,Angleterre,13.200000084,exports blé
1763,Angleterre,18900.0,exports blé
1764,Angleterre,30000.0,exports blé
1765,Angleterre,63269.0,exports blé
1766,Angleterre,59370.0,exports blé
1767,Angleterre,72690.0,exports blé
1768,Angleterre,172500.0,exports blé
1769,Angleterre,6240.0,exports blé
1770,Angleterre,20850.0,exports blé
1775,Angleterre,3480.0,exports blé
1776,Angleterre,38700.0,exports blé
1777,Angleterre,91775.0,exports blé
1744,Nord,1400.0,exports blé
1755,Nord,550.0,exports blé
1764,Nord,1366.0000181999999,exports blé
1772,Nord,648.0,exports blé
1745,Hollande,8.9999997,exports blé
1763,Hollande,18700.0,exports blé
1764,Hollande,5.50000011,exports blé
1773,Hollande,79200.0,exports blé
1778,Hollande,500.00001,exports blé
1767,????,31635.400000608,exports blé
1789,Amériques,3058.0,exports blé
1789,Afrique,4008.0,exports blé
1725,Espagne,13058.49949775,imports huile
1726,Espagne,354.0,imports huile
1727,Espagne,255.0,imports huile
1728,Espagne,6085.713,imports huile
1731,Espagne,390.0,imports huile
1733,Espagne,28685.0,imports huile
1739,Espagne,2052.0,imports huile
1741,Espagne,308644.30003481,imports huile
1742,Espagne,3506777.70002059,imports huile
1743,Espagne,3519640.0,imports huile
1744,Espagne,1280920.0,imports huile
1745,Espagne,1072809.999974,imports huile
1746,Espagne,333144.0,imports huile
1747,Espagne,1175378.0,imports huile
1748,Espagne,235908.0,imports huile
1749,Espagne,77240.0,imports huile
1751,Espagne,299660.0,imports huile
1752,Espagne,542640.0,imports huile
1753,Espagne,1434960.0,imports huile
1754,Espagne,742320.0,imports huile
1755,Espagne,840680.0,imports huile
1756,Espagne,476920.0,imports huile
1757,Espagne,210240.0,imports huile
1758,Espagne,63480.0,imports huile
1759,Espagne,21960.0,imports huile
1761,Espagne,105280.0,imports huile
1762,Espagne,621560.0,imports huile
1763,Espagne,639640.0,imports huile
1764,Espagne,357400.0,imports huile
1765,Espagne,97920.0,imports huile
1766,Espagne,331040.0,imports huile
1767,Espagne,517160.0,imports huile
1768,Espagne,61320.0,imports huile
1769,Espagne,5920.0,imports huile
1770,Espagne,25440.0,imports huile
1771,Espagne,3200.0,imports huile
1772,Espagne,180760.0,imports huile
1773,Espagne,515960.0,imports huile
1774,Espagne,179360.0,imports huile
1775,Espagne,43220.000006,imports huile
1776,Espagne,154520.000004,imports huile
1777,Espagne,71840.0,imports huile
1778,Espagne,83016.0,imports huile
1779,Espagne,141000.00005,imports huile
1780,Espagne,723560.0,imports huile
1787,Espagne,1115994.0202908,imports huile
1789,Espagne,1158912.0,imports huile
1750,Espagne,266280.0,imports huile
1725,Italie,41616.3984003,imports huile
1726,Italie,118783.75,imports huile
1727,Italie,14372.0000009,imports huile
1728,Italie,140782.5,imports huile
1729,Italie,75920.0,imports huile
1730,Italie,36660.0,imports huile
1731,Italie,396915.0,imports huile
1732,Italie,149827.0,imports huile
1733,Italie,46475.0,imports huile
1735,Italie,22327.50001975,imports huile
1736,Italie,20162.0,imports huile
1737,Italie,164970.0,imports huile
1738,Italie,3891.0001297000003,imports huile
1739,Italie,1531850.70022599,imports huile
1740,Italie,2151765.10010817,imports huile
1741,Italie,3770425.9527116395,imports huile
1742,Italie,2010126.95094099,imports huile
1743,Italie,2895272.5007069,imports huile
1744,Italie,1183453.40019578,imports huile
1745,Italie,3052580.10100707,imports huile
1746,Italie,1075416.60010282,imports huile
1747,Italie,2454679.7003740803,imports huile
1748,Italie,2461103.0002355,imports huile
1749,Italie,3610174.7,imports huile
1751,Italie,3676093.000453,imports huile
1752,Italie,2963352.60025742,imports huile
1753,Italie,4494020.700191691,imports huile
1754,Italie,2778497.70105919,imports huile
1755,Italie,3957113.90058913,imports huile
1756,Italie,2267898.00016385,imports huile
1757,Italie,3657029.0001983996,imports huile
1758,Italie,5421800.000012,imports huile
1759,Italie,5009218.00040395,imports huile
1761,Italie,5648815.30057551,imports huile
1762,Italie,2667889.30039181,imports huile
1763,Italie,3969058.000261,imports huile
1764,Italie,2808376.10041707,imports huile
1765,Italie,4288541.000649501,imports huile
1766,Italie,3377081.40080235,imports huile
1767,Italie,5537961.00170425,imports huile
1768,Italie,5629758.0019806,imports huile
1769,Italie,2948341.4004870597,imports huile
1770,Italie,5272100.001012149,imports huile
1771,Italie,2681700.80096066,imports huile
1772,Italie,1356575.0007865,imports huile
1773,Italie,4191332.80204676,imports huile
1774,Italie,4240090.0004811995,imports huile
1775,Italie,4629575.000465499,imports huile
1776,Italie,11309294.500200551,imports huile
1777,Italie,4071254.34987959,imports huile
1778,Italie,1872455.60137089,imports huile
1779,Italie,1900599.999364,imports huile
1780,Italie,8022310.501814,imports huile
1787,Italie,5481371.3786484,imports huile
1789,Italie,13330622.7998,imports huile
1750,Italie,2631695.2999,imports huile
1725,Levant et Barbarie,22660.0,imports huile
1726,Levant et Barbarie,21493.75,imports huile
1728,Levant et Barbarie,9878.7003,imports huile
1729,Levant et Barbarie,16800.0,imports huile
1731,Levant et Barbarie,3165.0,imports huile
1732,Levant et Barbarie,1890.0,imports huile
1733,Levant et Barbarie,15210.0,imports huile
1735,Levant et Barbarie,1225.0,imports huile
1739,Levant et Barbarie,1386540.0,imports huile
1740,Levant et Barbarie,2497560.0,imports huile
1741,Levant et Barbarie,1725596.40004738,imports huile
1742,Levant et Barbarie,1145905.20010339,imports huile
1743,Levant et Barbarie,2476841.45010864,imports huile
1744,Levant et Barbarie,3194593.90008563,imports huile
1745,Levant et Barbarie,717369.74998875,imports huile
1746,Levant et Barbarie,2087568.0000372,imports huile
1747,Levant et Barbarie,790564.000103,imports huile
1748,Levant et Barbarie,1186092.60017042,imports huile
1749,Levant et Barbarie,2231527.8,imports huile
1751,Levant et Barbarie,2131742.0003594,imports huile
1752,Levant et Barbarie,848830.000093,imports huile
1753,Levant et Barbarie,5185260.000086,imports huile
1754,Levant et Barbarie,2229257.50003525,imports huile
1755,Levant et Barbarie,2525387.50001025,imports huile
1756,Levant et Barbarie,632548.50004895,imports huile
1757,Levant et Barbarie,1897720.80000536,imports huile
1758,Levant et Barbarie,102720.0,imports huile
1759,Levant et Barbarie,109600.0,imports huile
1761,Levant et Barbarie,480280.0,imports huile
1762,Levant et Barbarie,888260.000002,imports huile
1763,Levant et Barbarie,1018798.60006662,imports huile
1764,Levant et Barbarie,705880.0,imports huile
1765,Levant et Barbarie,337840.0,imports huile
1766,Levant et Barbarie,563040.0,imports huile
1767,Levant et Barbarie,1277200.0,imports huile
1768,Levant et Barbarie,2595842.0001574,imports huile
1769,Levant et Barbarie,3739000.0,imports huile
1770,Levant et Barbarie,1850640.0,imports huile
1771,Levant et Barbarie,4136740.0000325004,imports huile
1772,Levant et Barbarie,1596540.50002335,imports huile
1773,Levant et Barbarie,4855349.0003463,imports huile
1774,Levant et Barbarie,40780.000289999996,imports huile
1775,Levant et Barbarie,1746440.0,imports huile
1776,Levant et Barbarie,1342080.0,imports huile
1777,Levant et Barbarie,3738400.0,imports huile
1778,Levant et Barbarie,16819.5,imports huile
1779,Levant et Barbarie,771954.80084087,imports huile
1780,Levant et Barbarie,1630558.0,imports huile
1787,Levant et Barbarie,2952575.833598,imports huile
1789,Levant et Barbarie,4519688.000004,imports huile
1750,Levant et Barbarie,2259996.10062387,imports huile
1727,Amériques,60.0,imports huile
1764,Amériques,72.0,imports huile
1766,Amériques,26.0,imports huile
1772,Amériques,17.5,imports huile
1777,Amériques,260.0,imports huile
1778,Amériques,562.0,imports huile
1740,Portugal,40.0,imports huile
1772,Portugal,5880.0,imports huile
1773,Portugal,25200.0,imports huile
1777,Portugal,16000.0,imports huile
1787,Portugal,10032.0001824,imports huile
1742,Hollande,83697.0,imports huile
1743,Hollande,2245.0,imports huile
1744,Hollande,7750.0,imports huile
1747,Hollande,900.0,imports huile
1748,Hollande,1350.000045,imports huile
1749,Hollande,1500.0,imports huile
1753,Hollande,1400.00002,imports huile
1755,Hollande,2376.0000792,imports huile
1757,Hollande,26924.70009749,imports huile
1759,Hollande,360.000012,imports huile
1761,Hollande,396.0000132,imports huile
1762,Hollande,504.0000168,imports huile
1763,Hollande,10044.0000148,imports huile
1764,Hollande,1710.000057,imports huile
1765,Hollande,900.0000299999999,imports huile
1766,Hollande,300.0,imports huile
1767,Hollande,1500.0,imports huile
1769,Hollande,8259.999764,imports huile
1770,Hollande,4619.999868,imports huile
1771,Hollande,7888.9997746,imports huile
1772,Hollande,4143.9998816,imports huile
1773,Hollande,4325.9998764,imports huile
1774,Hollande,8359.999944,imports huile
1775,Hollande,20520.0,imports huile
1776,Hollande,6253.999882,imports huile
1777,Hollande,688400.0,imports huile
1778,Hollande,11920.000298,imports huile
1780,Hollande,840.0000210000001,imports huile
1787,Hollande,11666.0,imports huile
1789,Hollande,21169.6,imports huile
1742,Angleterre,3.0000001,imports huile
1770,Angleterre,6000.0,imports huile
1769,Nord,36000.0,imports huile
1789,États-Unis d'Amérique,20006.55,imports huile
1725,Hollande,70090.79730420001,exports huile
1726,Hollande,104856.25,exports huile
1727,Hollande,146366.15,exports huile
1728,Hollande,110480.0,exports huile
1729,Hollande,106040.0,exports huile
1730,Hollande,216160.0,exports huile
1731,Hollande,29850.0,exports huile
1732,Hollande,71640.0,exports huile
1733,Hollande,75600.0,exports huile
1735,Hollande,84840.0,exports huile
1736,Hollande,246210.0,exports huile
1737,Hollande,277583.40925278,exports huile
1738,Hollande,166869.0055623,exports huile
1739,Hollande,342284.5110205,exports huile
1740,Hollande,46337.10015907,exports huile
1741,Hollande,26635.0000245,exports huile
1743,Hollande,81706.50001155,exports huile
1744,Hollande,77500.0,exports huile
1745,Hollande,631093.25,exports huile
1746,Hollande,242892.0,exports huile
1747,Hollande,216776.0001849,exports huile
1749,Hollande,14514.80036287,exports huile
1751,Hollande,92726.40231816,exports huile
1752,Hollande,36544.400913610014,exports huile
1755,Hollande,108667.20271668,exports huile
1756,Hollande,194011.60485029,exports huile
1759,Hollande,25301.30062422,exports huile
1760,Hollande,28798.400723609997,exports huile
1761,Hollande,131804.40329511,exports huile
1762,Hollande,37930.00094825,exports huile
1763,Hollande,69559.80168597,exports huile
1764,Hollande,11025.700202330001,exports huile
1765,Hollande,44511.60111279,exports huile
1766,Hollande,32268.0008067,exports huile
1767,Hollande,25660.80064152,exports huile
1768,Hollande,23673.500593149998,exports huile
1769,Hollande,14690.400370759999,exports huile
1770,Hollande,13162.00032905,exports huile
1773,Hollande,241390.00603624998,exports huile
1774,Hollande,330078.0082441,exports huile
1775,Hollande,62976.0015744,exports huile
1776,Hollande,37212.0009303,exports huile
1777,Hollande,67416.80168542,exports huile
1778,Hollande,811954.0,exports huile
1779,Hollande,155675.2513806,exports huile
1780,Hollande,89034.0,exports huile
1789,Hollande,10375.0,exports huile
1750,Hollande,66687.20001,exports huile
1725,Italie,2560.9999015,exports huile
1726,Italie,100.0,exports huile
1727,Italie,3380.0,exports huile
1728,Italie,11337.5,exports huile
1729,Italie,9923.0000081,exports huile
1730,Italie,6421.25,exports huile
1731,Italie,4560.0,exports huile
1732,Italie,16596.0,exports huile
1733,Italie,760.0,exports huile
1735,Italie,622.50002075,exports huile
1736,Italie,725.0,exports huile
1738,Italie,330.000011,exports huile
1739,Italie,6662.0001090999995,exports huile
1740,Italie,14427.0003229,exports huile
1741,Italie,12577.650211754999,exports huile
1743,Italie,211139.55009131,exports huile
1744,Italie,30128.200091079998,exports huile
1745,Italie,14352.40000448,exports huile
1746,Italie,15268.60031002,exports huile
1747,Italie,11019.80009847,exports huile
1749,Italie,34551.10086908,exports huile
1751,Italie,113353.30283577,exports huile
1752,Italie,30578.200765169997,exports huile
1755,Italie,28191.500701840003,exports huile
1756,Italie,13815.60034808,exports huile
1759,Italie,47224.60119684,exports huile
1760,Italie,16092.2503869,exports huile
1761,Italie,10219.70026042,exports huile
1762,Italie,43919.001126200004,exports huile
1763,Italie,95718.40239921,exports huile
1764,Italie,33758.10085097,exports huile
1765,Italie,20770.00051925,exports huile
1766,Italie,21165.900517010003,exports huile
1767,Italie,35948.600888839996,exports huile
1768,Italie,26174.800626019998,exports huile
1769,Italie,42164.0010541,exports huile
1770,Italie,22888.60057334,exports huile
1772,Italie,523368.5130857,exports huile
1773,Italie,82916.80207291999,exports huile
1774,Italie,208932.80522332003,exports huile
1775,Italie,163100.80407751998,exports huile
1776,Italie,153090.00382724998,exports huile
1777,Italie,47296.40118241,exports huile
1778,Italie,506012.0000016,exports huile
1779,Italie,19906.600536900005,exports huile
1780,Italie,106874.5,exports huile
1789,Italie,803766.36,exports huile
1750,Italie,12180.2002,exports huile
1727,Amériques,19030.0,exports huile
1728,Amériques,37767.4989255,exports huile
1729,Amériques,33968.0,exports huile
1730,Amériques,55420.0,exports huile
1731,Amériques,26477.999997,exports huile
1732,Amériques,37692.0,exports huile
1733,Amériques,45600.0,exports huile
1735,Amériques,79875.0026625,exports huile
1736,Amériques,99544.50331814999,exports huile
1737,Amériques,51376.80171255999,exports huile
1738,Amériques,93630.003121,exports huile
1739,Amériques,61742.40205808,exports huile
1740,Amériques,54881.40182938,exports huile
1741,Amériques,73140.002438,exports huile
1743,Amériques,125200.00313,exports huile
1744,Amériques,81401.60203504,exports huile
1745,Amériques,87200.00218000001,exports huile
1746,Amériques,76280.001907,exports huile
1747,Amériques,43366.80108417,exports huile
1749,Amériques,127280.003182,exports huile
1751,Amériques,193440.004836,exports huile
1752,Amériques,151360.003784,exports huile
1755,Amériques,124800.00312,exports huile
1756,Amériques,87240.002181,exports huile
1759,Amériques,28880.000722,exports huile
1760,Amériques,41546.80103867,exports huile
1761,Amériques,58360.001459,exports huile
1762,Amériques,55320.001383,exports huile
1763,Amériques,139520.003488,exports huile
1764,Amériques,174640.004366,exports huile
